matchId,team,name,personId
2741411,HYM,M. Mayora,258698
2741411,HYM,I. Xavier,727814
2741411,HYM,F. Haller,15217
2741411,HYM,F. Morales,1765561
2741411,HYM,A. Nation,2486578
2741411,HYM,G. Semiglia,16717
2741411,HYM,S. Zanotta,15259
2741411,HYM,L. Viatri,1675384
2741411,HYM,A. Louis,425204
2741411,HYM,J. Canty,2486580
2741411,UAT,Q. Wilson,2486591
2741411,UAT,T. Prince,2534741
2741411,UAT,J. Ducasse,208488
2741411,UAT,M. Giano,1338848
2741411,UAT,M. Astramskas,1342734
2741411,UAT,G. Brun,1651515
2741411,UAT,A. Lopez,16807
2741411,UAT,I. Ross,2534738
2741417,UUN,E. Holt,1709203
2741417,UUN,N. Bessio,1569431
2741417,UUN,M. Sarni,43252
2741417,UUN,S. Massa,62685
2741417,UUN,B. Curadossi,1714808
2741417,UUN,M. Rodriguez,1937748
2741417,UUN,A. Moller,1765563
2741417,UUN,E. Demers,2534746
2741417,UUN,T. Daniels,2534742
2741417,UUN,F. Satut Hornos,1457105
2741417,UUN,M. Jounes,1791017
2741417,UUN,M. Benitez,2074488
2741417,WEL,M. Moore,2486593
2741417,WEL,D. Esparza,2486592
2741417,WEL,G. Barrera,16739
2741417,WEL,R. Previatti,1314581
2741417,WEL,J. Stoll,1645559
2741417,WEL,S. Moglia,16511
2741417,WEL,F. Garcia,1334179
2741417,WEL,J. Ortiz,1719070
2741417,WEL,T. Segui,2386796
2741419,BIG,D. Hicks,2324181
2741419,BIG,S. Ottonello,191795
2741419,BIG,N. Catala,16616
2741419,BIG,J. Duran,2199918
2741419,BIG,T. Rodriguez,1989296
2741419,BIG,G. Iglesias,16857
2741419,BIG,A. Payovich,2214818
2741419,BIG,F. Hassell,1924909
2741419,BIG,M. Espinosa,1942261
2741419,BIG,J. Matos,2534718
2741419,AGU,M. Fernandez,2158090
2741419,AGU,J. Osimani,15493
2741419,AGU,S. Vidal,14724
2741419,AGU,E. Clark,2534717
2741419,AGU,F. Pereiras,17571
2741419,AGU,J. Rodriguez,1430994
2741419,AGU,J. Santiso,17101
2741419,AGU,A. Gentile,1717089
2741419,AGU,A. Zuvich,17554
2741419,AGU,E. Mockevicius,2534712
2741421,DSC,T. Metzger,725720
2741421,DSC,D. Wilson,2486574
2741421,DSC,S. Tricot,2549324
2741421,DSC,M. Antunez,1940452
2741421,DSC,M. Zubiaurre,17046
2741421,DSC,F. Terra,191820
2741421,DSC,D. Wright,1981004
2741421,DSC,M. Mac Mullen,1723827
2741421,DSC,N. Colmenares,43224
2741421,DSC,M. Bianchi,999249
2741421,GOE,J. Hartwell,2432773
2741421,GOE,E. Bonet,961332
2741421,GOE,M. Oyenard,1567203
2741421,GOE,F. Verrone,17044
2741421,GOE,A. Irastorza,1977269
2741421,GOE,S. Conceicao,2261706
2741421,GOE,A. Rand,2534732
2741421,GOE,X. Couste,571401
2741421,GOE,I. Dos Santos,2154756
2741413,MAL,R. Abell,2534733
2741413,MAL,M. Romero,16177
2741413,MAL,S. Fernandez,1346396
2741413,MAL,F. Brun,1937721
2741413,MAL,J. Cruz,2534734
2741413,MAL,D. Zekovic,2394559
2741413,MAL,N. Martinez,1645560
2741413,MAL,K. Wachsman,17488
2741413,MAL,O. Medina,17110
2741413,COR,K. Higgins,2534719
2741413,COR,B. Beamer,2534720
2741413,COR,T. Leites,983931
2741413,COR,L. Planells,623893
2741413,COR,E. Gonzalez,15216
2741413,COR,M. Schell,2134158
2741413,COR,V. Clemente Baffuto,2534726
2741413,COR,F. Medina,15257
2741413,COR,P. Rusch,17379
2741427,AGU,M. Fernandez,2158090
2741427,AGU,J. Osimani,15493
2741427,AGU,S. Vidal,14724
2741427,AGU,E. Clark,2534717
2741427,AGU,F. Pereiras,17571
2741427,AGU,B. Traversa,2549110
2741427,AGU,J. Rodriguez,1430994
2741427,AGU,J. Santiso,17101
2741427,AGU,A. Gentile,1717089
2741427,AGU,A. Zuvich,17554
2741427,AGU,V. Acuña,2222567
2741427,AGU,E. Mockevicius,2534712
2741427,UUN,E. Holt,1709203
2741427,UUN,N. Bessio,1569431
2741427,UUN,M. Sarni,43252
2741427,UUN,S. Massa,62685
2741427,UUN,B. Curadossi,1714808
2741427,UUN,M. Rodriguez,1937748
2741427,UUN,A. Moller,1765563
2741427,UUN,T. Daniels,2534742
2741427,UUN,F. Satut Hornos,1457105
2741427,UUN,M. Jounes,1791017
2741427,UUN,M. Benitez,2074488
2741423,DSC,T. Metzger,725720
2741423,DSC,D. Wilson,2486574
2741423,DSC,B. Gomez,2243963
2741423,DSC,M. Zubiaurre,17046
2741423,DSC,F. Terra,191820
2741423,DSC,D. Wright,1981004
2741423,DSC,M. Mac Mullen,1723827
2741423,DSC,N. Colmenares,43224
2741423,DSC,M. Bianchi,999249
2741423,HYM,M. Mayora,258698
2741423,HYM,I. Xavier,727814
2741423,HYM,F. Haller,15217
2741423,HYM,F. Morales,1765561
2741423,HYM,A. Nation,2486578
2741423,HYM,G. Semiglia,16717
2741423,HYM,S. Zanotta,15259
2741423,HYM,L. Viatri,1675384
2741423,HYM,A. Louis,425204
2741423,HYM,J. Canty,2486580
2741415,CNF,A. Mendez,1894506
2741415,CNF,J. Feldeine,2321121
2741415,CNF,E. Bell,2413907
2741415,CNF,M. Cabot,15196
2741415,CNF,L. Parodi,15251
2741415,CNF,P. Gomez,1661038
2741415,CNF,P. Prieto,1722930
2741415,CNF,E. Superi,2150245
2741415,CNF,E. Oglivie,17628
2741415,CNF,G. Galeano,1760620
2741415,CNF,B. Barrera,17677
2741415,CNF,G. Espindola,17669
2741415,CAP,O. Rosado,2549194
2741415,CAP,G. Whittington,2486588
2741415,CAP,N. Pomoli,811063
2741415,CAP,E. Serres,17691
2741415,CAP,A. Ibarguen,1975797
2741415,CAP,C. Heilmann,2544008
2741415,CAP,F. Bavosi,17071
2741415,CAP,S. Hogan,1642412
2741415,CAP,S. Vescovi,617418
2741415,CAP,S. Calimares,1509909
2741415,CAP,M. Rojas,258681
2741415,CAP,J. Delgado,2411720
2741425,GOE,J. Hartwell,2432773
2741425,GOE,E. Bonet,961332
2741425,GOE,M. Oyenard,1567203
2741425,GOE,F. Verrone,17044
2741425,GOE,A. Irastorza,1977269
2741425,GOE,S. Conceicao,2261706
2741425,GOE,A. Rand,2534732
2741425,GOE,X. Couste,571401
2741425,GOE,I. Dos Santos,2154756
2741425,BIG,D. Hicks,2324181
2741425,BIG,S. Ottonello,191795
2741425,BIG,N. Catala,16616
2741425,BIG,T. Rodriguez,1989296
2741425,BIG,G. Iglesias,16857
2741425,BIG,A. Payovich,2214818
2741425,BIG,F. Hassell,1924909
2741425,BIG,M. Espinosa,1942261
2741425,BIG,J. Matos,2534718
2741414,COR,K. Higgins,2534719
2741414,COR,B. Beamer,2534720
2741414,COR,T. Charbonnier,2411715
2741414,COR,T. Leites,983931
2741414,COR,O. Senande,1873515
2741414,COR,L. Planells,623893
2741414,COR,E. Gonzalez,15216
2741414,COR,M. Schell,2134158
2741414,COR,V. Clemente Baffuto,2534726
2741414,COR,F. Medina,15257
2741414,COR,P. Rusch,17379
2741414,UAT,Q. Wilson,2486591
2741414,UAT,T. Prince,2534741
2741414,UAT,L. Gomez,2549330
2741414,UAT,J. Ducasse,208488
2741414,UAT,M. Giano,1338848
2741414,UAT,M. Astramskas,1342734
2741414,UAT,G. Brun,1651515
2741414,UAT,A. Lopez,16807
2741414,UAT,J. Brisset,1675913
2741414,UAT,L. Echeverria,2081918
2741414,UAT,I. Ross,2534738
2741429,WEL,M. Moore,2486593
2741429,WEL,D. Esparza,2486592
2741429,WEL,G. Barrera,16739
2741429,WEL,R. Previatti,1314581
2741429,WEL,J. Stoll,1645559
2741429,WEL,S. Moglia,16511
2741429,WEL,F. Garcia,1334179
2741429,WEL,D. Pena Garcia,1642407
2741429,WEL,A. Peña,2096885
2741429,CNF,L. Imas,2225721
2741429,CNF,A. Mendez,1894506
2741429,CNF,J. Feldeine,2321121
2741429,CNF,E. Bell,2413907
2741429,CNF,L. Parodi,15251
2741429,CNF,P. Gomez,1661038
2741429,CNF,P. Prieto,1722930
2741429,CNF,E. Superi,2150245
2741429,CNF,G. Galeano,1760620
2741429,CNF,B. Barrera,17677
2741429,CNF,G. Espindola,17669
2741429,CNF,L. Bennett,1937775
2741412,CAP,G. Whittington,2486588
2741412,CAP,N. Pomoli,811063
2741412,CAP,E. Serres,17691
2741412,CAP,A. Ibarguen,1975797
2741412,CAP,C. Heilmann,2544008
2741412,CAP,F. Bavosi,17071
2741412,CAP,S. Hogan,1642412
2741412,CAP,S. Vescovi,617418
2741412,CAP,S. Calimares,1509909
2741412,CAP,M. Rojas,258681
2741412,MAL,R. Abell,2534733
2741412,MAL,M. Romero,16177
2741412,MAL,S. Fernandez,1346396
2741412,MAL,F. Brun,1937721
2741412,MAL,J. Cruz,2534734
2741412,MAL,D. Zekovic,2394559
2741412,MAL,N. Martinez,1645560
2741412,MAL,K. Wachsman,17488
2741412,MAL,O. Medina,17110
2741426,BIG,D. Hicks,2324181
2741426,BIG,S. Ottonello,191795
2741426,BIG,N. Catala,16616
2741426,BIG,T. Rodriguez,1989296
2741426,BIG,G. Iglesias,16857
2741426,BIG,A. Payovich,2214818
2741426,BIG,F. Hassell,1924909
2741426,BIG,M. Espinosa,1942261
2741426,BIG,B. Garcia,16715
2741426,BIG,J. Matos,2534718
2741426,DSC,T. Metzger,725720
2741426,DSC,D. Wilson,2486574
2741426,DSC,M. Antunez,1940452
2741426,DSC,M. Soto,2250412
2741426,DSC,M. Zubiaurre,17046
2741426,DSC,F. Terra,191820
2741426,DSC,D. Wright,1981004
2741426,DSC,M. Mac Mullen,1723827
2741426,DSC,N. Colmenares,43224
2741426,DSC,M. Bianchi,999249
2741416,HYM,M. Mayora,258698
2741416,HYM,I. Xavier,727814
2741416,HYM,F. Haller,15217
2741416,HYM,F. Morales,1765561
2741416,HYM,A. Nation,2486578
2741416,HYM,G. Semiglia,16717
2741416,HYM,S. Zanotta,15259
2741416,HYM,L. Viatri,1675384
2741416,HYM,A. Louis,425204
2741416,HYM,J. Canty,2486580
2741416,COR,K. Higgins,2534719
2741416,COR,B. Beamer,2534720
2741416,COR,T. Leites,983931
2741416,COR,L. Planells,623893
2741416,COR,E. Gonzalez,15216
2741416,COR,V. Clemente Baffuto,2534726
2741416,COR,F. Medina,15257
2741416,COR,P. Rusch,17379
2741424,UUN,E. Holt,1709203
2741424,UUN,N. Bessio,1569431
2741424,UUN,M. Sarni,43252
2741424,UUN,S. Massa,62685
2741424,UUN,B. Curadossi,1714808
2741424,UUN,R. Schellemberg,2549331
2741424,UUN,J. Sacco,1644398
2741424,UUN,A. Moller,1765563
2741424,UUN,T. Daniels,2534742
2741424,UUN,F. Satut Hornos,1457105
2741424,UUN,M. Jounes,1791017
2741424,UUN,M. Benitez,2074488
2741424,GOE,J. Hartwell,2432773
2741424,GOE,E. Bonet,961332
2741424,GOE,M. Oyenard,1567203
2741424,GOE,F. Caballero,2228946
2741424,GOE,F. Verrone,17044
2741424,GOE,J. Terra,2334035
2741424,GOE,A. Irastorza,1977269
2741424,GOE,S. Conceicao,2261706
2741424,GOE,A. Rand,2534732
2741424,GOE,X. Couste,571401
2741424,GOE,F. Rivor,2549327
2741424,GOE,I. Dos Santos,2154756
2741430,DSC,T. Metzger,725720
2741430,DSC,D. Wilson,2486574
2741430,DSC,M. Antunez,1940452
2741430,DSC,M. Zubiaurre,17046
2741430,DSC,F. Terra,191820
2741430,DSC,D. Wright,1981004
2741430,DSC,M. Mac Mullen,1723827
2741430,DSC,N. Colmenares,43224
2741430,DSC,M. Bianchi,999249
2741430,DSC,F. Soto,539387
2741430,UUN,E. Holt,1709203
2741430,UUN,N. Bessio,1569431
2741430,UUN,M. Sarni,43252
2741430,UUN,S. Massa,62685
2741430,UUN,B. Curadossi,1714808
2741430,UUN,M. Rodriguez,1937748
2741430,UUN,J. Sacco,1644398
2741430,UUN,A. Moller,1765563
2741430,UUN,T. Daniels,2534742
2741430,UUN,M. Benitez,2074488
2741420,MAL,R. Abell,2534733
2741420,MAL,M. Romero,16177
2741420,MAL,S. Fernandez,1346396
2741420,MAL,F. Brun,1937721
2741420,MAL,J. Cruz,2534734
2741420,MAL,D. Zekovic,2394559
2741420,MAL,N. Martinez,1645560
2741420,MAL,K. Wachsman,17488
2741420,MAL,O. Medina,17110
2741420,WEL,M. Moore,2486593
2741420,WEL,D. Esparza,2486592
2741420,WEL,G. Barrera,16739
2741420,WEL,R. Previatti,1314581
2741420,WEL,J. Stoll,1645559
2741420,WEL,S. Moglia,16511
2741420,WEL,F. Garcia,1334179
2741420,WEL,D. Pena Garcia,1642407
2741420,WEL,A. Peña,2096885
2741418,UAT,Q. Wilson,2486591
2741418,UAT,T. Prince,2534741
2741418,UAT,L. Gomez,2549330
2741418,UAT,J. Ducasse,208488
2741418,UAT,M. Giano,1338848
2741418,UAT,M. Astramskas,1342734
2741418,UAT,G. Brun,1651515
2741418,UAT,A. Lopez,16807
2741418,UAT,L. Echeverria,2081918
2741418,UAT,I. Ross,2534738
2741418,CAP,O. Rosado,2549194
2741418,CAP,G. Whittington,2486588
2741418,CAP,N. Pomoli,811063
2741418,CAP,E. Serres,17691
2741418,CAP,A. Ibarguen,1975797
2741418,CAP,C. Heilmann,2544008
2741418,CAP,F. Bavosi,17071
2741418,CAP,S. Hogan,1642412
2741418,CAP,S. Vescovi,617418
2741418,CAP,S. Calimares,1509909
2741418,CAP,M. Rojas,258681
2741418,CAP,J. Delgado,2411720
2741422,CNF,A. Mendez,1894506
2741422,CNF,J. Feldeine,2321121
2741422,CNF,E. Bell,2413907
2741422,CNF,M. Cabot,15196
2741422,CNF,L. Parodi,15251
2741422,CNF,P. Gomez,1661038
2741422,CNF,P. Prieto,1722930
2741422,CNF,G. Galeano,1760620
2741422,CNF,B. Barrera,17677
2741422,CNF,G. Espindola,17669
2741422,AGU,M. Fernandez,2158090
2741422,AGU,J. Osimani,15493
2741422,AGU,S. Vidal,14724
2741422,AGU,E. Clark,2534717
2741422,AGU,F. Pereiras,17571
2741422,AGU,J. Rodriguez,1430994
2741422,AGU,J. Santiso,17101
2741422,AGU,A. Gentile,1717089
2741422,AGU,A. Zuvich,17554
2741422,AGU,E. Mockevicius,2534712
2741428,BIG,D. Hicks,2324181
2741428,BIG,S. Ottonello,191795
2741428,BIG,N. Catala,16616
2741428,BIG,J. Duran,2199918
2741428,BIG,T. Rodriguez,1989296
2741428,BIG,G. Iglesias,16857
2741428,BIG,A. Payovich,2214818
2741428,BIG,F. Hassell,1924909
2741428,BIG,M. Espinosa,1942261
2741428,BIG,B. Garcia,16715
2741428,BIG,J. Matos,2534718
2741428,HYM,M. Mayora,258698
2741428,HYM,I. Xavier,727814
2741428,HYM,F. Haller,15217
2741428,HYM,F. Morales,1765561
2741428,HYM,A. Nation,2486578
2741428,HYM,G. Semiglia,16717
2741428,HYM,S. Zanotta,15259
2741428,HYM,L. Viatri,1675384
2741428,HYM,A. Louis,425204
2741428,HYM,J. Canty,2486580
2741439,CAP,O. Rosado,2549194
2741439,CAP,G. Whittington,2486588
2741439,CAP,N. Pomoli,811063
2741439,CAP,E. Serres,17691
2741439,CAP,A. Ibarguen,1975797
2741439,CAP,C. Heilmann,2544008
2741439,CAP,F. Bavosi,17071
2741439,CAP,S. Hogan,1642412
2741439,CAP,S. Vescovi,617418
2741439,CAP,S. Calimares,1509909
2741439,CAP,M. Rojas,258681
2741439,CAP,J. Delgado,2411720
2741439,COR,K. Higgins,2534719
2741439,COR,B. Beamer,2534720
2741439,COR,M. Viazzo,1807060
2741439,COR,T. Leites,983931
2741439,COR,O. Senande,1873515
2741439,COR,L. Planells,623893
2741439,COR,E. Gonzalez,15216
2741439,COR,L. San Sebastian,2549321
2741439,COR,M. Schell,2134158
2741439,COR,V. Clemente Baffuto,2534726
2741439,COR,F. Medina,15257
2741439,COR,P. Rusch,17379
2741435,WEL,M. Moore,2486593
2741435,WEL,D. Esparza,2486592
2741435,WEL,G. Barrera,16739
2741435,WEL,R. Previatti,1314581
2741435,WEL,J. Stoll,1645559
2741435,WEL,S. Moglia,16511
2741435,WEL,F. Garcia,1334179
2741435,WEL,D. Pena Garcia,1642407
2741435,WEL,A. Peña,2096885
2741435,UAT,Q. Wilson,2486591
2741435,UAT,T. Prince,2534741
2741435,UAT,L. Gomez,2549330
2741435,UAT,J. Ducasse,208488
2741435,UAT,M. Giano,1338848
2741435,UAT,M. Astramskas,1342734
2741435,UAT,G. Brun,1651515
2741435,UAT,A. Lopez,16807
2741435,UAT,I. Ross,2534738
2741431,GOE,J. Hartwell,2432773
2741431,GOE,E. Bonet,961332
2741431,GOE,M. Oyenard,1567203
2741431,GOE,F. Verrone,17044
2741431,GOE,A. Irastorza,1977269
2741431,GOE,S. Conceicao,2261706
2741431,GOE,D. Nesbitt,348404
2741431,GOE,X. Couste,571401
2741431,GOE,I. Dos Santos,2154756
2741431,CNF,G. Galeano,1760620
2741431,CNF,A. Mendez,1894506
2741431,CNF,J. Feldeine,2321121
2741431,CNF,E. Bell,2413907
2741431,CNF,M. Cabot,15196
2741431,CNF,L. Parodi,15251
2741431,CNF,P. Gomez,1661038
2741431,CNF,P. Prieto,1722930
2741431,CNF,E. Superi,2150245
2741431,CNF,C. Zinaich,2386709
2741431,CNF,B. Barrera,17677
2741431,CNF,G. Espindola,17669
2741433,AGU,M. Fernandez,2158090
2741433,AGU,J. Osimani,15493
2741433,AGU,S. Vidal,14724
2741433,AGU,E. Clark,2534717
2741433,AGU,F. Pereiras,17571
2741433,AGU,T. Barragan,2337281
2741433,AGU,J. Rodriguez,1430994
2741433,AGU,J. Santiso,17101
2741433,AGU,A. Gentile,1717089
2741433,AGU,A. Zuvich,17554
2741433,AGU,I. Ramirez,2549320
2741433,AGU,E. Mockevicius,2534712
2741433,MAL,R. Abell,2534733
2741433,MAL,E. Espinosa,2156021
2741433,MAL,C. Gagliano,1983439
2741433,MAL,M. Romero,16177
2741433,MAL,S. Fernandez,1346396
2741433,MAL,J. Cruz,2534734
2741433,MAL,D. Zekovic,2394559
2741433,MAL,N. Martinez,1645560
2741433,MAL,K. Wachsman,17488
2741433,MAL,O. Medina,17110
2741432,UUN,E. Holt,1709203
2741432,UUN,N. Bessio,1569431
2741432,UUN,M. Sarni,43252
2741432,UUN,S. Massa,62685
2741432,UUN,B. Curadossi,1714808
2741432,UUN,M. Rodriguez,1937748
2741432,UUN,J. Sacco,1644398
2741432,UUN,A. Moller,1765563
2741432,UUN,E. Demers,2534746
2741432,UUN,T. Daniels,2534742
2741432,UUN,M. Jounes,1791017
2741432,UUN,M. Benitez,2074488
2741432,BIG,D. Hicks,2324181
2741432,BIG,S. Ottonello,191795
2741432,BIG,N. Catala,16616
2741432,BIG,T. Rodriguez,1989296
2741432,BIG,G. Iglesias,16857
2741432,BIG,A. Payovich,2214818
2741432,BIG,F. Hassell,1924909
2741432,BIG,M. Espinosa,1942261
2741432,BIG,B. Garcia,16715
2741432,BIG,J. Matos,2534718
2741443,COR,B. Beamer,2534720
2741443,COR,M. Viazzo,1807060
2741443,COR,A. Gilder Jr,2577763
2741443,COR,T. Leites,983931
2741443,COR,O. Senande,1873515
2741443,COR,L. Planells,623893
2741443,COR,E. Gonzalez,15216
2741443,COR,S. Garcia,2232160
2741443,COR,M. Schell,2134158
2741443,COR,V. Clemente Baffuto,2534726
2741443,COR,F. Medina,15257
2741443,COR,P. Rusch,17379
2741443,WEL,M. Moore,2486593
2741443,WEL,D. Esparza,2486592
2741443,WEL,G. Barrera,16739
2741443,WEL,R. Previatti,1314581
2741443,WEL,J. Stoll,1645559
2741443,WEL,S. Moglia,16511
2741443,WEL,F. Garcia,1334179
2741443,WEL,D. Pena Garcia,1642407
2741443,WEL,A. Peña,2096885
2741442,UAT,Q. Wilson,2486591
2741442,UAT,T. Prince,2534741
2741442,UAT,J. Ducasse,208488
2741442,UAT,M. Giano,1338848
2741442,UAT,M. Astramskas,1342734
2741442,UAT,G. Brun,1651515
2741442,UAT,A. Lopez,16807
2741442,UAT,I. Ross,2534738
2741442,AGU,M. Fernandez,2158090
2741442,AGU,S. Vidal,14724
2741442,AGU,E. Clark,2534717
2741442,AGU,F. Pereiras,17571
2741442,AGU,J. Rodriguez,1430994
2741442,AGU,J. Santiso,17101
2741442,AGU,A. Gentile,1717089
2741442,AGU,A. Zuvich,17554
2741442,AGU,E. Mockevicius,2534712
2741447,MAL,R. Abell,2534733
2741447,MAL,M. Romero,16177
2741447,MAL,S. Fernandez,1346396
2741447,MAL,J. Cruz,2534734
2741447,MAL,D. Zekovic,2394559
2741447,MAL,N. Martinez,1645560
2741447,MAL,K. Wachsman,17488
2741447,MAL,O. Medina,17110
2741447,GOE,E. Bonet,961332
2741447,GOE,J. Josiah,1987397
2741447,GOE,M. Oyenard,1567203
2741447,GOE,F. Verrone,17044
2741447,GOE,A. Acosta,16508
2741447,GOE,S. Conceicao,2261706
2741447,GOE,D. Nesbitt,348404
2741447,GOE,X. Couste,571401
2741448,CNF,G. Galeano,1760620
2741448,CNF,A. Mendez,1894506
2741448,CNF,J. Feldeine,2321121
2741448,CNF,E. Bell,2413907
2741448,CNF,M. Cabot,15196
2741448,CNF,L. Parodi,15251
2741448,CNF,P. Gomez,1661038
2741448,CNF,P. Prieto,1722930
2741448,CNF,E. Superi,2150245
2741448,CNF,C. Zinaich,2386709
2741448,CNF,B. Barrera,17677
2741448,CNF,G. Espindola,17669
2741448,DSC,T. Metzger,725720
2741448,DSC,D. Wilson,2486574
2741448,DSC,G. Rodriguez,2405599
2741448,DSC,M. Antunez,1940452
2741448,DSC,B. Gomez,2243963
2741448,DSC,M. Zubiaurre,17046
2741448,DSC,F. Terra,191820
2741448,DSC,D. Wright,1981004
2741448,DSC,M. Mac Mullen,1723827
2741448,DSC,N. Colmenares,43224
2741448,DSC,M. Bianchi,999249
2741448,DSC,F. Soto,539387
2741436,BIG,D. Hicks,2324181
2741436,BIG,S. Ottonello,191795
2741436,BIG,N. Catala,16616
2741436,BIG,T. Rodriguez,1989296
2741436,BIG,G. Iglesias,16857
2741436,BIG,A. Payovich,2214818
2741436,BIG,F. Hassell,1924909
2741436,BIG,M. Espinosa,1942261
2741436,BIG,B. Garcia,16715
2741436,BIG,J. Matos,2534718
2741436,CNF,G. Galeano,1760620
2741436,CNF,A. Mendez,1894506
2741436,CNF,J. Feldeine,2321121
2741436,CNF,E. Bell,2413907
2741436,CNF,M. Cabot,15196
2741436,CNF,L. Parodi,15251
2741436,CNF,P. Prieto,1722930
2741436,CNF,E. Superi,2150245
2741436,CNF,C. Zinaich,2386709
2741436,CNF,B. Barrera,17677
2741436,CNF,G. Espindola,17669
2741436,CNF,L. Bennett,1937775
2741434,UUN,E. Holt,1709203
2741434,UUN,N. Bessio,1569431
2741434,UUN,M. Sarni,43252
2741434,UUN,S. Massa,62685
2741434,UUN,B. Curadossi,1714808
2741434,UUN,J. Sacco,1644398
2741434,UUN,A. Moller,1765563
2741434,UUN,E. Demers,2534746
2741434,UUN,T. Daniels,2534742
2741434,UUN,M. Jounes,1791017
2741434,UUN,M. Benitez,2074488
2741434,HYM,M. Mayora,258698
2741434,HYM,I. Xavier,727814
2741434,HYM,F. Haller,15217
2741434,HYM,A. Nation,2486578
2741434,HYM,G. Semiglia,16717
2741434,HYM,S. Zanotta,15259
2741434,HYM,L. Viatri,1675384
2741434,HYM,A. Louis,425204
2741434,HYM,J. Canty,2486580
2741446,WEL,M. Moore,2486593
2741446,WEL,D. Esparza,2486592
2741446,WEL,G. Barrera,16739
2741446,WEL,R. Previatti,1314581
2741446,WEL,F. Giovanetti,2334029
2741446,WEL,J. Stoll,1645559
2741446,WEL,S. Moglia,16511
2741446,WEL,F. Garcia,1334179
2741446,WEL,S. Martinez,2377994
2741446,WEL,D. Pena Garcia,1642407
2741446,WEL,A. Peña,2096885
2741446,WEL,F. Sosa,2077420
2741446,CAP,O. Rosado,2549194
2741446,CAP,G. Whittington,2486588
2741446,CAP,N. Pomoli,811063
2741446,CAP,L. Quiñones,2134181
2741446,CAP,A. Ibarguen,1975797
2741446,CAP,C. Heilmann,2544008
2741446,CAP,F. Bavosi,17071
2741446,CAP,S. Hogan,1642412
2741446,CAP,S. Vescovi,617418
