personId,name,team,MIN,zone,FGA,FGM,FGpct,eFG
15259,S. Zanotta,HYM,552.9,restringida,23,9,39.1,39.1
15259,S. Zanotta,HYM,552.9,pintura,14,7,50.0,50.0
15259,S. Zanotta,HYM,552.9,media,18,10,55.6,55.6
15259,S. Zanotta,HYM,552.9,3 esquina izq,8,1,12.5,18.8
15259,S. Zanotta,HYM,552.9,3 ala izq,26,7,26.9,40.4
15259,S. Zanotta,HYM,552.9,3 frente,25,4,16.0,24.0
15259,S. Zanotta,HYM,552.9,3 ala der,33,11,33.3,50.0
15259,S. Zanotta,HYM,552.9,3 esquina der,7,4,57.1,85.7
2534733,R. Abell,MAL,448.7,restringida,50,35,70.0,70.0
2534733,R. Abell,MAL,448.7,pintura,20,10,50.0,50.0
2534733,R. Abell,MAL,448.7,media,25,13,52.0,52.0
2534733,R. Abell,MAL,448.7,3 esquina izq,8,2,25.0,37.5
2534733,R. Abell,MAL,448.7,3 ala izq,27,7,25.9,38.9
2534733,R. Abell,MAL,448.7,3 frente,28,5,17.9,26.8
2534733,R. Abell,MAL,448.7,3 ala der,30,12,40.0,60.0
2534733,R. Abell,MAL,448.7,3 esquina der,8,1,12.5,18.8
1430994,J. Rodriguez,AGU,411.1,restringida,37,23,62.2,62.2
1430994,J. Rodriguez,AGU,411.1,pintura,26,13,50.0,50.0
1430994,J. Rodriguez,AGU,411.1,media,2,1,50.0,50.0
1430994,J. Rodriguez,AGU,411.1,3 esquina izq,14,10,71.4,107.1
1430994,J. Rodriguez,AGU,411.1,3 ala izq,27,8,29.6,44.4
1430994,J. Rodriguez,AGU,411.1,3 frente,8,1,12.5,18.8
1430994,J. Rodriguez,AGU,411.1,3 ala der,22,6,27.3,40.9
1430994,J. Rodriguez,AGU,411.1,3 esquina der,8,3,37.5,56.2
2324181,D. Hicks,BIG,719.4,restringida,29,22,75.9,75.9
2324181,D. Hicks,BIG,719.4,pintura,112,56,50.0,50.0
2324181,D. Hicks,BIG,719.4,media,19,9,47.4,47.4
2324181,D. Hicks,BIG,719.4,3 esquina izq,3,2,66.7,100.0
2324181,D. Hicks,BIG,719.4,3 ala izq,26,13,50.0,75.0
2324181,D. Hicks,BIG,719.4,3 frente,39,18,46.2,69.2
2324181,D. Hicks,BIG,719.4,3 ala der,35,19,54.3,81.4
2324181,D. Hicks,BIG,719.4,3 esquina der,6,5,83.3,125.0
725720,T. Metzger,DSC,546.9,restringida,43,32,74.4,74.4
725720,T. Metzger,DSC,546.9,pintura,36,16,44.4,44.4
725720,T. Metzger,DSC,546.9,media,13,7,53.8,53.8
725720,T. Metzger,DSC,546.9,3 esquina izq,8,3,37.5,56.2
725720,T. Metzger,DSC,546.9,3 ala izq,32,7,21.9,32.8
725720,T. Metzger,DSC,546.9,3 frente,13,5,38.5,57.7
725720,T. Metzger,DSC,546.9,3 ala der,47,20,42.6,63.8
725720,T. Metzger,DSC,546.9,3 esquina der,21,9,42.9,64.3
17379,P. Rusch,COR,510.4,restringida,6,2,33.3,33.3
17379,P. Rusch,COR,510.4,pintura,6,3,50.0,50.0
17379,P. Rusch,COR,510.4,media,17,8,47.1,47.1
17379,P. Rusch,COR,510.4,3 esquina izq,7,4,57.1,85.7
17379,P. Rusch,COR,510.4,3 ala izq,17,5,29.4,44.1
17379,P. Rusch,COR,510.4,3 frente,19,7,36.8,55.3
17379,P. Rusch,COR,510.4,3 ala der,13,5,38.5,57.7
17379,P. Rusch,COR,510.4,3 esquina der,6,2,33.3,50.0
2617486,W. Reed,BIG,226.5,restringida,30,20,66.7,66.7
2617486,W. Reed,BIG,226.5,pintura,24,14,58.3,58.3
2617486,W. Reed,BIG,226.5,media,7,2,28.6,28.6
2321121,J. Feldeine,CNF,509.9,restringida,42,24,57.1,57.1
2321121,J. Feldeine,CNF,509.9,pintura,47,24,51.1,51.1
2321121,J. Feldeine,CNF,509.9,media,35,19,54.3,54.3
2321121,J. Feldeine,CNF,509.9,3 esquina izq,6,1,16.7,25.0
2321121,J. Feldeine,CNF,509.9,3 ala izq,27,6,22.2,33.3
2321121,J. Feldeine,CNF,509.9,3 frente,37,14,37.8,56.8
2321121,J. Feldeine,CNF,509.9,3 ala der,45,18,40.0,60.0
2321121,J. Feldeine,CNF,509.9,3 esquina der,4,2,50.0,75.0
2534734,J. Cruz,MAL,431.8,restringida,46,30,65.2,65.2
2534734,J. Cruz,MAL,431.8,pintura,58,26,44.8,44.8
2534734,J. Cruz,MAL,431.8,media,24,4,16.7,16.7
2534734,J. Cruz,MAL,431.8,3 esquina izq,10,6,60.0,90.0
2534734,J. Cruz,MAL,431.8,3 ala izq,23,10,43.5,65.2
2534734,J. Cruz,MAL,431.8,3 frente,18,5,27.8,41.7
2534734,J. Cruz,MAL,431.8,3 ala der,29,6,20.7,31.0
2534734,J. Cruz,MAL,431.8,3 esquina der,6,1,16.7,25.0
968070,G. Souza,UAT,321.7,restringida,12,10,83.3,83.3
968070,G. Souza,UAT,321.7,pintura,3,1,33.3,33.3
968070,G. Souza,UAT,321.7,media,4,1,25.0,25.0
968070,G. Souza,UAT,321.7,3 esquina izq,10,2,20.0,30.0
968070,G. Souza,UAT,321.7,3 ala izq,13,2,15.4,23.1
968070,G. Souza,UAT,321.7,3 frente,3,1,33.3,50.0
968070,G. Souza,UAT,321.7,3 ala der,13,7,53.8,80.8
968070,G. Souza,UAT,321.7,3 esquina der,11,5,45.5,68.2
16616,N. Catala,BIG,288.6,restringida,15,8,53.3,53.3
16616,N. Catala,BIG,288.6,pintura,8,2,25.0,25.0
16616,N. Catala,BIG,288.6,media,4,1,25.0,25.0
16616,N. Catala,BIG,288.6,3 esquina izq,8,3,37.5,56.2
16616,N. Catala,BIG,288.6,3 ala izq,13,3,23.1,34.6
16616,N. Catala,BIG,288.6,3 frente,9,2,22.2,33.3
16616,N. Catala,BIG,288.6,3 ala der,17,6,35.3,52.9
16616,N. Catala,BIG,288.6,3 esquina der,9,2,22.2,33.3
17554,A. Zuvich,AGU,432.9,restringida,51,35,68.6,68.6
17554,A. Zuvich,AGU,432.9,pintura,44,28,63.6,63.6
17554,A. Zuvich,AGU,432.9,media,1,1,100.0,100.0
17554,A. Zuvich,AGU,432.9,3 ala izq,5,1,20.0,30.0
17554,A. Zuvich,AGU,432.9,3 frente,9,2,22.2,33.3
17554,A. Zuvich,AGU,432.9,3 ala der,9,3,33.3,50.0
2620614,A. Spruill,COR,290.5,restringida,21,14,66.7,66.7
2620614,A. Spruill,COR,290.5,pintura,30,12,40.0,40.0
2620614,A. Spruill,COR,290.5,media,29,13,44.8,44.8
2620614,A. Spruill,COR,290.5,3 esquina izq,7,1,14.3,21.4
2620614,A. Spruill,COR,290.5,3 ala izq,11,2,18.2,27.3
2620614,A. Spruill,COR,290.5,3 frente,8,2,25.0,37.5
2620614,A. Spruill,COR,290.5,3 ala der,24,7,29.2,43.8
2620614,A. Spruill,COR,290.5,3 esquina der,4,1,25.0,37.5
2486580,J. Canty,HYM,572.8,restringida,114,76,66.7,66.7
2486580,J. Canty,HYM,572.8,pintura,77,33,42.9,42.9
2486580,J. Canty,HYM,572.8,media,9,3,33.3,33.3
2603089,C. Alaekwe,UAT,400.4,restringida,24,13,54.2,54.2
2603089,C. Alaekwe,UAT,400.4,pintura,35,16,45.7,45.7
2603089,C. Alaekwe,UAT,400.4,media,27,7,25.9,25.9
2603089,C. Alaekwe,UAT,400.4,3 esquina izq,9,2,22.2,33.3
2603089,C. Alaekwe,UAT,400.4,3 ala izq,28,6,21.4,32.1
2603089,C. Alaekwe,UAT,400.4,3 frente,18,5,27.8,41.7
2603089,C. Alaekwe,UAT,400.4,3 ala der,23,5,21.7,32.6
2603089,C. Alaekwe,UAT,400.4,3 esquina der,12,4,33.3,50.0
1642407,D. Pena Garcia,WEL,355.8,restringida,5,2,40.0,40.0
1642407,D. Pena Garcia,WEL,355.8,pintura,7,3,42.9,42.9
1642407,D. Pena Garcia,WEL,355.8,media,2,1,50.0,50.0
1642407,D. Pena Garcia,WEL,355.8,3 esquina izq,6,2,33.3,50.0
1642407,D. Pena Garcia,WEL,355.8,3 ala izq,19,8,42.1,63.2
1642407,D. Pena Garcia,WEL,355.8,3 frente,17,5,29.4,44.1
1642407,D. Pena Garcia,WEL,355.8,3 ala der,25,6,24.0,36.0
1642407,D. Pena Garcia,WEL,355.8,3 esquina der,7,3,42.9,64.3
17677,B. Barrera,CNF,334.9,restringida,36,24,66.7,66.7
17677,B. Barrera,CNF,334.9,pintura,17,5,29.4,29.4
17677,B. Barrera,CNF,334.9,media,7,2,28.6,28.6
17677,B. Barrera,CNF,334.9,3 esquina izq,4,3,75.0,112.5
17677,B. Barrera,CNF,334.9,3 ala izq,21,8,38.1,57.1
17677,B. Barrera,CNF,334.9,3 frente,14,4,28.6,42.9
17677,B. Barrera,CNF,334.9,3 ala der,25,4,16.0,24.0
17677,B. Barrera,CNF,334.9,3 esquina der,4,1,25.0,37.5
2486591,Q. Wilson,UAT,623.2,restringida,99,74,74.7,74.7
2486591,Q. Wilson,UAT,623.2,pintura,55,25,45.5,45.5
2486591,Q. Wilson,UAT,623.2,media,75,32,42.7,42.7
2486591,Q. Wilson,UAT,623.2,3 ala izq,4,0,0.0,0.0
2486591,Q. Wilson,UAT,623.2,3 frente,2,1,50.0,75.0
1645560,N. Martinez,MAL,560.4,restringida,73,48,65.8,65.8
1645560,N. Martinez,MAL,560.4,pintura,37,14,37.8,37.8
1645560,N. Martinez,MAL,560.4,media,6,2,33.3,33.3
1645560,N. Martinez,MAL,560.4,3 esquina izq,13,3,23.1,34.6
1645560,N. Martinez,MAL,560.4,3 ala izq,23,7,30.4,45.7
1645560,N. Martinez,MAL,560.4,3 frente,6,3,50.0,75.0
1645560,N. Martinez,MAL,560.4,3 ala der,22,10,45.5,68.2
1645560,N. Martinez,MAL,560.4,3 esquina der,16,5,31.2,46.9
2261706,S. Conceicao,GOE,264.1,restringida,21,13,61.9,61.9
2261706,S. Conceicao,GOE,264.1,pintura,15,7,46.7,46.7
2261706,S. Conceicao,GOE,264.1,media,12,4,33.3,33.3
2261706,S. Conceicao,GOE,264.1,3 esquina izq,1,0,0.0,0.0
2261706,S. Conceicao,GOE,264.1,3 ala izq,9,4,44.4,66.7
2261706,S. Conceicao,GOE,264.1,3 frente,4,0,0.0,0.0
2261706,S. Conceicao,GOE,264.1,3 ala der,5,3,60.0,90.0
2261706,S. Conceicao,GOE,264.1,3 esquina der,1,0,0.0,0.0
15217,F. Haller,HYM,380.9,restringida,33,21,63.6,63.6
15217,F. Haller,HYM,380.9,pintura,25,16,64.0,64.0
15217,F. Haller,HYM,380.9,media,76,38,50.0,50.0
15217,F. Haller,HYM,380.9,3 esquina izq,3,1,33.3,50.0
15217,F. Haller,HYM,380.9,3 ala izq,14,6,42.9,64.3
15217,F. Haller,HYM,380.9,3 frente,16,8,50.0,75.0
15217,F. Haller,HYM,380.9,3 ala der,7,2,28.6,42.9
15217,F. Haller,HYM,380.9,3 esquina der,1,0,0.0,0.0
1676246,N. Lema,CAP,273.1,restringida,10,8,80.0,80.0
1676246,N. Lema,CAP,273.1,pintura,1,0,0.0,0.0
1676246,N. Lema,CAP,273.1,3 esquina izq,14,4,28.6,42.9
1676246,N. Lema,CAP,273.1,3 ala izq,7,4,57.1,85.7
1676246,N. Lema,CAP,273.1,3 frente,3,1,33.3,50.0
1676246,N. Lema,CAP,273.1,3 ala der,12,4,33.3,50.0
1676246,N. Lema,CAP,273.1,3 esquina der,6,1,16.7,25.0
1645559,J. Stoll,WEL,296.2,restringida,13,11,84.6,84.6
1645559,J. Stoll,WEL,296.2,pintura,9,4,44.4,44.4
1645559,J. Stoll,WEL,296.2,3 esquina izq,3,0,0.0,0.0
1645559,J. Stoll,WEL,296.2,3 ala izq,10,4,40.0,60.0
1645559,J. Stoll,WEL,296.2,3 frente,7,2,28.6,42.9
1645559,J. Stoll,WEL,296.2,3 ala der,12,0,0.0,0.0
1645559,J. Stoll,WEL,296.2,3 esquina der,4,0,0.0,0.0
909792,A. Arevalo,WEL,251.6,restringida,10,3,30.0,30.0
909792,A. Arevalo,WEL,251.6,pintura,16,3,18.8,18.8
909792,A. Arevalo,WEL,251.6,media,13,6,46.2,46.2
909792,A. Arevalo,WEL,251.6,3 esquina izq,1,1,100.0,150.0
909792,A. Arevalo,WEL,251.6,3 ala izq,16,3,18.8,28.1
909792,A. Arevalo,WEL,251.6,3 frente,18,5,27.8,41.7
909792,A. Arevalo,WEL,251.6,3 ala der,36,12,33.3,50.0
909792,A. Arevalo,WEL,251.6,3 esquina der,5,1,20.0,30.0
2178363,E. Romero,CAP,250.5,restringida,39,30,76.9,76.9
2178363,E. Romero,CAP,250.5,pintura,20,10,50.0,50.0
2178363,E. Romero,CAP,250.5,media,7,1,14.3,14.3
2178363,E. Romero,CAP,250.5,3 esquina izq,3,0,0.0,0.0
2178363,E. Romero,CAP,250.5,3 ala izq,3,2,66.7,100.0
2178363,E. Romero,CAP,250.5,3 frente,2,1,50.0,75.0
2178363,E. Romero,CAP,250.5,3 ala der,2,0,0.0,0.0
2178363,E. Romero,CAP,250.5,3 esquina der,1,0,0.0,0.0
17044,F. Verrone,GOE,372.5,restringida,9,5,55.6,55.6
17044,F. Verrone,GOE,372.5,pintura,5,2,40.0,40.0
17044,F. Verrone,GOE,372.5,media,4,1,25.0,25.0
17044,F. Verrone,GOE,372.5,3 esquina izq,16,6,37.5,56.2
17044,F. Verrone,GOE,372.5,3 ala izq,25,16,64.0,96.0
17044,F. Verrone,GOE,372.5,3 frente,14,3,21.4,32.1
17044,F. Verrone,GOE,372.5,3 ala der,22,7,31.8,47.7
17044,F. Verrone,GOE,372.5,3 esquina der,11,3,27.3,40.9
15257,F. Medina,COR,473.6,restringida,33,18,54.5,54.5
15257,F. Medina,COR,473.6,pintura,37,17,45.9,45.9
15257,F. Medina,COR,473.6,media,14,5,35.7,35.7
15257,F. Medina,COR,473.6,3 esquina izq,5,1,20.0,30.0
15257,F. Medina,COR,473.6,3 ala izq,17,4,23.5,35.3
15257,F. Medina,COR,473.6,3 frente,12,6,50.0,75.0
15257,F. Medina,COR,473.6,3 ala der,28,5,17.9,26.8
15257,F. Medina,COR,473.6,3 esquina der,12,7,58.3,87.5
43224,N. Colmenares,DSC,506.8,restringida,95,67,70.5,70.5
43224,N. Colmenares,DSC,506.8,pintura,40,19,47.5,47.5
43224,N. Colmenares,DSC,506.8,media,5,2,40.0,40.0
16739,G. Barrera,WEL,476.3,restringida,12,6,50.0,50.0
16739,G. Barrera,WEL,476.3,pintura,17,6,35.3,35.3
16739,G. Barrera,WEL,476.3,media,9,2,22.2,22.2
16739,G. Barrera,WEL,476.3,3 esquina izq,6,2,33.3,50.0
16739,G. Barrera,WEL,476.3,3 ala izq,15,4,26.7,40.0
16739,G. Barrera,WEL,476.3,3 frente,11,1,9.1,13.6
16739,G. Barrera,WEL,476.3,3 ala der,16,4,25.0,37.5
16739,G. Barrera,WEL,476.3,3 esquina der,8,3,37.5,56.2
999249,M. Bianchi,DSC,427.0,restringida,45,30,66.7,66.7
999249,M. Bianchi,DSC,427.0,pintura,32,19,59.4,59.4
999249,M. Bianchi,DSC,427.0,media,1,0,0.0,0.0
999249,M. Bianchi,DSC,427.0,3 ala izq,4,1,25.0,37.5
1338848,M. Giano,UAT,746.1,restringida,70,48,68.6,68.6
1338848,M. Giano,UAT,746.1,pintura,38,11,28.9,28.9
1338848,M. Giano,UAT,746.1,media,9,4,44.4,44.4
1338848,M. Giano,UAT,746.1,3 esquina izq,21,7,33.3,50.0
1338848,M. Giano,UAT,746.1,3 ala izq,33,14,42.4,63.6
1338848,M. Giano,UAT,746.1,3 frente,14,5,35.7,53.6
1338848,M. Giano,UAT,746.1,3 ala der,25,6,24.0,36.0
1338848,M. Giano,UAT,746.1,3 esquina der,17,11,64.7,97.1
2534738,I. Ross,UAT,292.2,restringida,22,13,59.1,59.1
2534738,I. Ross,UAT,292.2,pintura,18,10,55.6,55.6
2534738,I. Ross,UAT,292.2,media,18,9,50.0,50.0
2534738,I. Ross,UAT,292.2,3 esquina izq,2,0,0.0,0.0
2534738,I. Ross,UAT,292.2,3 ala izq,25,10,40.0,60.0
2534738,I. Ross,UAT,292.2,3 frente,25,5,20.0,30.0
2534738,I. Ross,UAT,292.2,3 ala der,21,4,19.0,28.6
2534738,I. Ross,UAT,292.2,3 esquina der,4,1,25.0,37.5
1346396,S. Fernandez,MAL,477.2,restringida,36,18,50.0,50.0
1346396,S. Fernandez,MAL,477.2,pintura,32,11,34.4,34.4
1346396,S. Fernandez,MAL,477.2,media,11,4,36.4,36.4
1346396,S. Fernandez,MAL,477.2,3 esquina izq,5,2,40.0,60.0
1346396,S. Fernandez,MAL,477.2,3 ala izq,47,14,29.8,44.7
1346396,S. Fernandez,MAL,477.2,3 frente,18,5,27.8,41.7
1346396,S. Fernandez,MAL,477.2,3 ala der,24,11,45.8,68.8
1346396,S. Fernandez,MAL,477.2,3 esquina der,9,3,33.3,50.0
1924909,F. Hassell,BIG,329.2,restringida,58,37,63.8,63.8
1924909,F. Hassell,BIG,329.2,pintura,65,34,52.3,52.3
1924909,F. Hassell,BIG,329.2,media,10,5,50.0,50.0
17488,K. Wachsman,MAL,556.5,restringida,48,25,52.1,52.1
17488,K. Wachsman,MAL,556.5,pintura,13,4,30.8,30.8
17488,K. Wachsman,MAL,556.5,media,7,5,71.4,71.4
17488,K. Wachsman,MAL,556.5,3 frente,2,0,0.0,0.0
16508,A. Acosta,GOE,454.4,restringida,18,12,66.7,66.7
16508,A. Acosta,GOE,454.4,pintura,31,11,35.5,35.5
16508,A. Acosta,GOE,454.4,media,6,2,33.3,33.3
16508,A. Acosta,GOE,454.4,3 esquina izq,13,4,30.8,46.2
16508,A. Acosta,GOE,454.4,3 ala izq,22,9,40.9,61.4
16508,A. Acosta,GOE,454.4,3 frente,11,3,27.3,40.9
16508,A. Acosta,GOE,454.4,3 ala der,23,4,17.4,26.1
16508,A. Acosta,GOE,454.4,3 esquina der,9,4,44.4,66.7
2386709,C. Zinaich,CNF,433.4,restringida,89,73,82.0,82.0
2386709,C. Zinaich,CNF,433.4,pintura,42,19,45.2,45.2
2386709,C. Zinaich,CNF,433.4,media,15,1,6.7,6.7
2386709,C. Zinaich,CNF,433.4,3 esquina izq,1,0,0.0,0.0
2386709,C. Zinaich,CNF,433.4,3 ala izq,2,0,0.0,0.0
2386709,C. Zinaich,CNF,433.4,3 frente,9,2,22.2,33.3
2386709,C. Zinaich,CNF,433.4,3 ala der,14,5,35.7,53.6
2386709,C. Zinaich,CNF,433.4,3 esquina der,4,3,75.0,112.5
1989296,T. Rodriguez,BIG,279.4,restringida,22,15,68.2,68.2
1989296,T. Rodriguez,BIG,279.4,pintura,21,11,52.4,52.4
1989296,T. Rodriguez,BIG,279.4,media,9,3,33.3,33.3
1989296,T. Rodriguez,BIG,279.4,3 esquina izq,3,2,66.7,100.0
1989296,T. Rodriguez,BIG,279.4,3 ala izq,6,3,50.0,75.0
1989296,T. Rodriguez,BIG,279.4,3 frente,19,4,21.1,31.6
1989296,T. Rodriguez,BIG,279.4,3 ala der,13,3,23.1,34.6
1989296,T. Rodriguez,BIG,279.4,3 esquina der,5,4,80.0,120.0
623893,L. Planells,COR,208.3,restringida,4,4,100.0,100.0
