personId,name,rank,match_personId,match_name,match_team,match_pos,dist
2577763,A. Gilder Jr.,1,2534718,J. Matos,BIG,PG,13.6
2577763,A. Gilder Jr.,2,811063,N. Pomoli,CAP,PG,14.9
2577763,A. Gilder Jr.,3,617418,S. Vescovi,CAP,PG,17.0
2577763,A. Gilder Jr.,4,1714808,B. Curadossi,UUN,PG,23.0
2577763,A. Gilder Jr.,5,1430994,J. Rodriguez,AGU,F,23.8
2577763,A. Gilder Jr.,6,2386709,C. Zinaich,CNF,F,24.0
2577763,A. Gilder Jr.,7,1987397,J. Josiah,GOE,PG,24.2
2577763,A. Gilder Jr.,8,191795,S. Ottonello,BIG,PF,24.4
2577763,A. Gilder Jr.,9,2534741,T. Prince,UAT,F,24.7
2577763,A. Gilder Jr.,10,191820,F. Terra,DSC,G,25.3
2577763,A. Gilder Jr.,11,1765563,A. Moller,UUN,F,27.2
2577763,A. Gilder Jr.,12,2096885,A. Peña,WEL,PF,27.9
2589974,E. Weaver,1,701864,D. Sims,AGU,PG,21.4
2589974,E. Weaver,2,2321121,J. Feldeine,CNF,G,23.6
2589974,E. Weaver,3,2534746,E. Demers,UUN,G,23.6
2589974,E. Weaver,4,1989296,T. Rodriguez,BIG,G,24.2
2589974,E. Weaver,5,1338848,M. Giano,UAT,PG,24.4
2589974,E. Weaver,6,1430994,J. Rodriguez,AGU,F,25.8
2589974,E. Weaver,7,2324181,D. Hicks,BIG,G,27.3
2589974,E. Weaver,8,617418,S. Vescovi,CAP,PG,27.4
2589974,E. Weaver,9,16511,S. Moglia,WEL,F,29.4
2589974,E. Weaver,10,2399946,J. Webster,MAL,PG,29.6
2589974,E. Weaver,11,1334179,F. Garcia,WEL,G,29.8
2589974,E. Weaver,12,14724,S. Vidal,AGU,G,30.7
2534746,E. Demers,1,2589974,E. Weaver,DSC,G,23.6
2534746,E. Demers,2,1338848,M. Giano,UAT,PG,24.0
2534746,E. Demers,3,2534734,J. Cruz,MAL,F,25.6
2534746,E. Demers,4,1989296,T. Rodriguez,BIG,G,27.1
2534746,E. Demers,5,16511,S. Moglia,WEL,F,28.6
2534746,E. Demers,6,62685,S. Massa,UUN,F,28.9
2534746,E. Demers,7,701864,D. Sims,AGU,PG,29.3
2534746,E. Demers,8,571401,X. Couste,GOE,F,29.4
2534746,E. Demers,9,2321121,J. Feldeine,CNF,G,29.6
2534746,E. Demers,10,16807,A. Lopez,UAT,SG,30.0
2534746,E. Demers,11,1430994,J. Rodriguez,AGU,F,30.3
2534746,E. Demers,12,1642412,S. Hogan,CAP,F,30.5
2534720,B. Beamer,1,1975797,A. Ibarguen,CAP,PF,15.9
2534720,B. Beamer,2,312957,R. Hassan,WEL,C,18.0
2534720,B. Beamer,3,725720,T. Metzger,DSC,PF,19.7
2534720,B. Beamer,4,15217,F. Haller,HYM,PF,19.9
2534720,B. Beamer,5,17554,A. Zuvich,AGU,C,22.8
2534720,B. Beamer,6,17628,E. Oglivie,CNF,C,23.1
2534720,B. Beamer,7,2096885,A. Peña,WEL,PF,23.5
2534720,B. Beamer,8,191795,S. Ottonello,BIG,PF,24.2
2534720,B. Beamer,9,1987397,J. Josiah,GOE,PG,24.2
2534720,B. Beamer,10,17691,E. Serres,CAP,F,24.3
2534720,B. Beamer,11,1709203,E. Holt,UUN,PF,24.7
2534720,B. Beamer,12,1645560,N. Martinez,MAL,PF,25.1
701864,D. Sims,1,2324181,D. Hicks,BIG,G,18.5
701864,D. Sims,2,2589974,E. Weaver,DSC,G,21.4
701864,D. Sims,3,2399946,J. Webster,MAL,PG,21.7
701864,D. Sims,4,2321121,J. Feldeine,CNF,G,22.0
701864,D. Sims,5,1334179,F. Garcia,WEL,G,23.5
701864,D. Sims,6,1338848,M. Giano,UAT,PG,24.2
701864,D. Sims,7,1989296,T. Rodriguez,BIG,G,26.2
701864,D. Sims,8,2534733,R. Abell,MAL,G,28.2
701864,D. Sims,9,2534746,E. Demers,UUN,G,29.3
701864,D. Sims,10,15257,F. Medina,COR,G,31.8
701864,D. Sims,11,2534738,I. Ross,UAT,G,31.8
701864,D. Sims,12,1894506,A. Mendez,CNF,G,32.9
2386709,C. Zinaich,1,2096885,A. Peña,WEL,PF,23.2
2386709,C. Zinaich,2,2577763,A. Gilder Jr.,COR,PG,24.0
2386709,C. Zinaich,3,191795,S. Ottonello,BIG,PF,24.4
2386709,C. Zinaich,4,1987397,J. Josiah,GOE,PG,25.7
2386709,C. Zinaich,5,17628,E. Oglivie,CNF,C,25.9
2386709,C. Zinaich,6,2620318,J. O'neal,COR,F,25.9
2386709,C. Zinaich,7,2486591,Q. Wilson,UAT,PF,26.1
2386709,C. Zinaich,8,2534741,T. Prince,UAT,F,26.6
2386709,C. Zinaich,9,43224,N. Colmenares,DSC,PF,26.7
2386709,C. Zinaich,10,425204,A. Louis,HYM,PF,27.8
2386709,C. Zinaich,11,15217,F. Haller,HYM,PF,28.3
2386709,C. Zinaich,12,1924909,F. Hassell,BIG,C,29.2
15217,F. Haller,1,312957,R. Hassan,WEL,C,12.8
15217,F. Haller,2,2486591,Q. Wilson,UAT,PF,13.3
15217,F. Haller,3,191795,S. Ottonello,BIG,PF,16.1
15217,F. Haller,4,2096885,A. Peña,WEL,PF,17.1
15217,F. Haller,5,2394559,D. Zekovic,MAL,C,17.4
15217,F. Haller,6,2534742,T. Daniels,UUN,C,19.0
15217,F. Haller,7,1924909,F. Hassell,BIG,C,19.5
15217,F. Haller,8,2534720,B. Beamer,COR,F,19.9
15217,F. Haller,9,17628,E. Oglivie,CNF,C,20.7
15217,F. Haller,10,17691,E. Serres,CAP,F,21.5
15217,F. Haller,11,2534717,E. Clark,AGU,PF,21.9
15217,F. Haller,12,1975797,A. Ibarguen,CAP,PF,22.3
2321121,J. Feldeine,1,2399946,J. Webster,MAL,PG,17.3
2321121,J. Feldeine,2,1334179,F. Garcia,WEL,G,21.3
2321121,J. Feldeine,3,701864,D. Sims,AGU,PG,22.0
2321121,J. Feldeine,4,2324181,D. Hicks,BIG,G,22.4
2321121,J. Feldeine,5,2619167,T. Cracknell,GOE,PG,22.7
2321121,J. Feldeine,6,2589974,E. Weaver,DSC,G,23.6
2321121,J. Feldeine,7,1338848,M. Giano,UAT,PG,24.5
2321121,J. Feldeine,8,1722930,P. Prieto,CNF,G,24.9
2321121,J. Feldeine,9,1989296,T. Rodriguez,BIG,G,24.9
2321121,J. Feldeine,10,2534733,R. Abell,MAL,G,25.0
2321121,J. Feldeine,11,2534738,I. Ross,UAT,G,25.7
2321121,J. Feldeine,12,15251,L. Parodi,CNF,G,25.9
312957,R. Hassan,1,15217,F. Haller,HYM,PF,12.8
312957,R. Hassan,2,2534717,E. Clark,AGU,PF,17.7
312957,R. Hassan,3,2534720,B. Beamer,COR,F,18.0
312957,R. Hassan,4,725720,T. Metzger,DSC,PF,20.8
312957,R. Hassan,5,1709203,E. Holt,UUN,PF,21.7
312957,R. Hassan,6,2394559,D. Zekovic,MAL,C,22.8
312957,R. Hassan,7,17691,E. Serres,CAP,F,23.4
312957,R. Hassan,8,2486591,Q. Wilson,UAT,PF,23.5
312957,R. Hassan,9,1975797,A. Ibarguen,CAP,PF,24.5
312957,R. Hassan,10,191795,S. Ottonello,BIG,PF,25.1
312957,R. Hassan,11,2096885,A. Peña,WEL,PF,25.9
312957,R. Hassan,12,2534742,T. Daniels,UUN,C,26.0
2534717,E. Clark,1,312957,R. Hassan,WEL,C,17.7
2534717,E. Clark,2,1709203,E. Holt,UUN,PF,18.8
2534717,E. Clark,3,1645560,N. Martinez,MAL,PF,21.5
2534717,E. Clark,4,15217,F. Haller,HYM,PF,21.9
2534717,E. Clark,5,17691,E. Serres,CAP,F,25.5
2534717,E. Clark,6,2534720,B. Beamer,COR,F,25.8
2534717,E. Clark,7,2394559,D. Zekovic,MAL,C,26.2
2534717,E. Clark,8,2486591,Q. Wilson,UAT,PF,26.8
2534717,E. Clark,9,2096885,A. Peña,WEL,PF,27.0
2534717,E. Clark,10,17677,B. Barrera,CNF,F,27.1
2534717,E. Clark,11,191795,S. Ottonello,BIG,PF,27.5
2534717,E. Clark,12,2178363,E. Romero,CAP,C,27.6
2534718,J. Matos,1,811063,N. Pomoli,CAP,PG,13.1
2534718,J. Matos,2,2577763,A. Gilder Jr.,COR,PG,13.6
2534718,J. Matos,3,191820,F. Terra,DSC,G,18.4
2534718,J. Matos,4,1714808,B. Curadossi,UUN,PG,20.0
2534718,J. Matos,5,2603089,C. Alaekwe,UAT,PG,21.3
2534718,J. Matos,6,1765563,A. Moller,UUN,F,23.5
2534718,J. Matos,7,617418,S. Vescovi,CAP,PG,24.4
2534718,J. Matos,8,1987397,J. Josiah,GOE,PG,24.5
2534718,J. Matos,9,191795,S. Ottonello,BIG,PF,25.2
2534718,J. Matos,10,425204,A. Louis,HYM,PF,26.0
2534718,J. Matos,11,1430994,J. Rodriguez,AGU,F,26.9
2534718,J. Matos,12,2620614,A. Spruill,COR,G,27.5
811063,N. Pomoli,1,2534718,J. Matos,BIG,PG,13.1
811063,N. Pomoli,2,2577763,A. Gilder Jr.,COR,PG,14.9
811063,N. Pomoli,3,191820,F. Terra,DSC,G,18.0
811063,N. Pomoli,4,617418,S. Vescovi,CAP,PG,21.7
811063,N. Pomoli,5,1714808,B. Curadossi,UUN,PG,24.2
811063,N. Pomoli,6,2603089,C. Alaekwe,UAT,PG,25.6
811063,N. Pomoli,7,1765563,A. Moller,UUN,F,26.6
811063,N. Pomoli,8,191795,S. Ottonello,BIG,PF,27.8
811063,N. Pomoli,9,2534741,T. Prince,UAT,F,29.2
811063,N. Pomoli,10,43252,M. Sarni,UUN,G,29.8
811063,N. Pomoli,11,1987397,J. Josiah,GOE,PG,30.2
811063,N. Pomoli,12,727814,I. Xavier,HYM,F,30.9
617418,S. Vescovi,1,2577763,A. Gilder Jr.,COR,PG,17.0
617418,S. Vescovi,2,811063,N. Pomoli,CAP,PG,21.7
617418,S. Vescovi,3,2534718,J. Matos,BIG,PG,24.4
617418,S. Vescovi,4,2534741,T. Prince,UAT,F,25.6
617418,S. Vescovi,5,1430994,J. Rodriguez,AGU,F,26.8
617418,S. Vescovi,6,191820,F. Terra,DSC,G,27.0
617418,S. Vescovi,7,2589974,E. Weaver,DSC,G,27.4
617418,S. Vescovi,8,14724,S. Vidal,AGU,G,27.7
617418,S. Vescovi,9,2386709,C. Zinaich,CNF,F,29.9
617418,S. Vescovi,10,1714808,B. Curadossi,UUN,PG,30.3
617418,S. Vescovi,11,1987397,J. Josiah,GOE,PG,30.3
617418,S. Vescovi,12,2321121,J. Feldeine,CNF,G,30.5
1314626,L. Santos,1,2413907,E. Bell,CNF,PF,15.7
1314626,L. Santos,2,1924909,F. Hassell,BIG,C,16.9
1314626,L. Santos,3,2178363,E. Romero,CAP,C,18.3
1314626,L. Santos,4,2486591,Q. Wilson,UAT,PF,20.9
1314626,L. Santos,5,1975797,A. Ibarguen,CAP,PF,21.5
1314626,L. Santos,6,2620318,J. O'neal,COR,F,22.4
1314626,L. Santos,7,2096885,A. Peña,WEL,PF,22.9
1314626,L. Santos,8,17554,A. Zuvich,AGU,C,23.5
1314626,L. Santos,9,15217,F. Haller,HYM,PF,23.7
1314626,L. Santos,10,2534742,T. Daniels,UUN,C,24.6
1314626,L. Santos,11,1645560,N. Martinez,MAL,PF,25.2
1314626,L. Santos,12,2486580,J. Canty,HYM,C,25.2
2096885,A. Peña,1,2486591,Q. Wilson,UAT,PF,13.3
2096885,A. Peña,2,191795,S. Ottonello,BIG,PF,13.9
2096885,A. Peña,3,2620318,J. O'neal,COR,F,14.9
2096885,A. Peña,4,17554,A. Zuvich,AGU,C,16.5
2096885,A. Peña,5,15217,F. Haller,HYM,PF,17.1
2096885,A. Peña,6,2534741,T. Prince,UAT,F,19.1
2096885,A. Peña,7,17628,E. Oglivie,CNF,C,19.8
2096885,A. Peña,8,2394559,D. Zekovic,MAL,C,20.8
2096885,A. Peña,9,1987397,J. Josiah,GOE,PG,20.9
2096885,A. Peña,10,1924909,F. Hassell,BIG,C,21.2
2096885,A. Peña,11,2486580,J. Canty,HYM,C,21.4
2096885,A. Peña,12,2413907,E. Bell,CNF,PF,21.8
17628,E. Oglivie,1,17554,A. Zuvich,AGU,C,19.2
17628,E. Oglivie,2,1765563,A. Moller,UUN,F,19.7
17628,E. Oglivie,3,2096885,A. Peña,WEL,PF,19.8
17628,E. Oglivie,4,1987397,J. Josiah,GOE,PG,20.2
17628,E. Oglivie,5,1975797,A. Ibarguen,CAP,PF,20.5
17628,E. Oglivie,6,15217,F. Haller,HYM,PF,20.7
17628,E. Oglivie,7,191795,S. Ottonello,BIG,PF,21.5
17628,E. Oglivie,8,2534742,T. Daniels,UUN,C,22.4
17628,E. Oglivie,9,2534720,B. Beamer,COR,F,23.1
17628,E. Oglivie,10,43224,N. Colmenares,DSC,PF,23.3
17628,E. Oglivie,11,2486591,Q. Wilson,UAT,PF,24.5
17628,E. Oglivie,12,2413907,E. Bell,CNF,PF,24.9
2534733,R. Abell,1,2619167,T. Cracknell,GOE,PG,15.2
2534733,R. Abell,2,2534738,I. Ross,UAT,G,19.0
2534733,R. Abell,3,2399946,J. Webster,MAL,PG,23.4
2534733,R. Abell,4,2321121,J. Feldeine,CNF,G,25.0
2534733,R. Abell,5,15257,F. Medina,COR,G,25.2
2534733,R. Abell,6,1989296,T. Rodriguez,BIG,G,25.6
2534733,R. Abell,7,16717,G. Semiglia,HYM,F,26.7
2534733,R. Abell,8,961332,E. Bonet,GOE,PG,27.1
2534733,R. Abell,9,16857,G. Iglesias,BIG,PF,27.8
2534733,R. Abell,10,571401,X. Couste,GOE,F,28.1
2534733,R. Abell,11,17101,J. Santiso,AGU,G,28.2
2534733,R. Abell,12,701864,D. Sims,AGU,PG,28.2
2534734,J. Cruz,1,2534738,I. Ross,UAT,G,19.2
2534734,J. Cruz,2,1989296,T. Rodriguez,BIG,G,21.7
2534734,J. Cruz,3,17677,B. Barrera,CNF,F,23.2
2534734,J. Cruz,4,2486578,A. Nation,HYM,G,23.4
2534734,J. Cruz,5,16717,G. Semiglia,HYM,F,24.6
2534734,J. Cruz,6,16807,A. Lopez,UAT,SG,24.6
2534734,J. Cruz,7,2534746,E. Demers,UUN,G,25.6
2534734,J. Cruz,8,1430994,J. Rodriguez,AGU,F,25.9
2534734,J. Cruz,9,62685,S. Massa,UUN,F,26.0
2534734,J. Cruz,10,1714808,B. Curadossi,UUN,PG,26.2
2534734,J. Cruz,11,2620614,A. Spruill,COR,G,26.6
2534734,J. Cruz,12,1334179,F. Garcia,WEL,G,28.2
425204,A. Louis,1,1987397,J. Josiah,GOE,PG,18.0
425204,A. Louis,2,1765563,A. Moller,UUN,F,23.4
425204,A. Louis,3,2074488,M. Benitez,UUN,PF,23.7
425204,A. Louis,4,191795,S. Ottonello,BIG,PF,24.7
425204,A. Louis,5,2534718,J. Matos,BIG,PG,26.0
425204,A. Louis,6,1714808,B. Curadossi,UUN,PG,26.1
425204,A. Louis,7,1924909,F. Hassell,BIG,C,27.7
425204,A. Louis,8,2386709,C. Zinaich,CNF,F,27.8
425204,A. Louis,9,17628,E. Oglivie,CNF,C,28.3
425204,A. Louis,10,2577763,A. Gilder Jr.,COR,PG,28.3
425204,A. Louis,11,2096885,A. Peña,WEL,PF,28.6
425204,A. Louis,12,1871466,A. Pruitt,GOE,PF,28.7
1987397,J. Josiah,1,1765563,A. Moller,UUN,F,17.8
1987397,J. Josiah,2,425204,A. Louis,HYM,PF,18.0
1987397,J. Josiah,3,17628,E. Oglivie,CNF,C,20.2
1987397,J. Josiah,4,191795,S. Ottonello,BIG,PF,20.5
1987397,J. Josiah,5,2096885,A. Peña,WEL,PF,20.9
1987397,J. Josiah,6,1430994,J. Rodriguez,AGU,F,21.0
1987397,J. Josiah,7,17554,A. Zuvich,AGU,C,23.7
1987397,J. Josiah,8,2074488,M. Benitez,UUN,PF,24.1
1987397,J. Josiah,9,2534720,B. Beamer,COR,F,24.2
1987397,J. Josiah,10,2577763,A. Gilder Jr.,COR,PG,24.2
1987397,J. Josiah,11,2534718,J. Matos,BIG,PG,24.5
1987397,J. Josiah,12,1714808,B. Curadossi,UUN,PG,24.6
2486591,Q. Wilson,1,191795,S. Ottonello,BIG,PF,11.9
2486591,Q. Wilson,2,15217,F. Haller,HYM,PF,13.3
2486591,Q. Wilson,3,2096885,A. Peña,WEL,PF,13.3
2486591,Q. Wilson,4,1924909,F. Hassell,BIG,C,15.6
2486591,Q. Wilson,5,2617486,W. Reed,BIG,C,16.8
2486591,Q. Wilson,6,2534742,T. Daniels,UUN,C,17.5
2486591,Q. Wilson,7,2413907,E. Bell,CNF,PF,17.9
2486591,Q. Wilson,8,2620318,J. O'neal,COR,F,18.1
2486591,Q. Wilson,9,2394559,D. Zekovic,MAL,C,18.4
2486591,Q. Wilson,10,17554,A. Zuvich,AGU,C,19.6
2486591,Q. Wilson,11,2486580,J. Canty,HYM,C,19.9
2486591,Q. Wilson,12,17691,E. Serres,CAP,F,20.6
1975797,A. Ibarguen,1,17554,A. Zuvich,AGU,C,13.9
1975797,A. Ibarguen,2,2534720,B. Beamer,COR,F,15.9
1975797,A. Ibarguen,3,2413907,E. Bell,CNF,PF,17.7
1975797,A. Ibarguen,4,2178363,E. Romero,CAP,C,20.3
1975797,A. Ibarguen,5,17628,E. Oglivie,CNF,C,20.5
1975797,A. Ibarguen,6,1314626,L. Santos,AGU,C,21.5
1975797,A. Ibarguen,7,2534742,T. Daniels,UUN,C,21.6
1975797,A. Ibarguen,8,1924909,F. Hassell,BIG,C,22.2
1975797,A. Ibarguen,9,15217,F. Haller,HYM,PF,22.3
1975797,A. Ibarguen,10,2096885,A. Peña,WEL,PF,22.5
1975797,A. Ibarguen,11,725720,T. Metzger,DSC,PF,22.6
1975797,A. Ibarguen,12,2486591,Q. Wilson,UAT,PF,23.5
2324181,D. Hicks,1,701864,D. Sims,AGU,PG,18.5
2324181,D. Hicks,2,1334179,F. Garcia,WEL,G,19.3
2324181,D. Hicks,3,1642412,S. Hogan,CAP,F,21.2
2324181,D. Hicks,4,2399946,J. Webster,MAL,PG,21.8
2324181,D. Hicks,5,2321121,J. Feldeine,CNF,G,22.4
2324181,D. Hicks,6,1894506,A. Mendez,CNF,G,23.8
2324181,D. Hicks,7,1722930,P. Prieto,CNF,G,24.8
2324181,D. Hicks,8,1989296,T. Rodriguez,BIG,G,26.1
2324181,D. Hicks,9,1338848,M. Giano,UAT,PG,26.5
2324181,D. Hicks,10,16511,S. Moglia,WEL,F,26.5
2324181,D. Hicks,11,14724,S. Vidal,AGU,G,27.1
2324181,D. Hicks,12,2589974,E. Weaver,DSC,G,27.3
2534738,I. Ross,1,1989296,T. Rodriguez,BIG,G,17.4
2534738,I. Ross,2,2534733,R. Abell,MAL,G,19.0
2534738,I. Ross,3,2534734,J. Cruz,MAL,F,19.2
2534738,I. Ross,4,2399946,J. Webster,MAL,PG,21.1
2534738,I. Ross,5,961332,E. Bonet,GOE,PG,21.8
2534738,I. Ross,6,16717,G. Semiglia,HYM,F,22.0
2534738,I. Ross,7,2619167,T. Cracknell,GOE,PG,23.0
2534738,I. Ross,8,15257,F. Medina,COR,G,23.1
2534738,I. Ross,9,16177,M. Romero,MAL,G,23.4
2534738,I. Ross,10,1346396,S. Fernandez,MAL,G,23.6
2534738,I. Ross,11,15251,L. Parodi,CNF,G,24.1
2534738,I. Ross,12,191820,F. Terra,DSC,G,24.4
1924909,F. Hassell,1,2413907,E. Bell,CNF,PF,14.2
1924909,F. Hassell,2,2486591,Q. Wilson,UAT,PF,15.6
1924909,F. Hassell,3,1314626,L. Santos,AGU,C,16.9
1924909,F. Hassell,4,2486580,J. Canty,HYM,C,16.9
1924909,F. Hassell,5,2620318,J. O'neal,COR,F,17.4
1924909,F. Hassell,6,2178363,E. Romero,CAP,C,18.8
1924909,F. Hassell,7,15217,F. Haller,HYM,PF,19.5
1924909,F. Hassell,8,191795,S. Ottonello,BIG,PF,20.7
1924909,F. Hassell,9,2074488,M. Benitez,UUN,PF,21.2
1924909,F. Hassell,10,2096885,A. Peña,WEL,PF,21.2
1924909,F. Hassell,11,1975797,A. Ibarguen,CAP,PF,22.2
1924909,F. Hassell,12,2394559,D. Zekovic,MAL,C,22.2
1642412,S. Hogan,1,1722930,P. Prieto,CNF,G,16.5
1642412,S. Hogan,2,1894506,A. Mendez,CNF,G,18.4
1642412,S. Hogan,3,2324181,D. Hicks,BIG,G,21.2
1642412,S. Hogan,4,16511,S. Moglia,WEL,F,21.5
1642412,S. Hogan,5,16807,A. Lopez,UAT,SG,23.4
1642412,S. Hogan,6,62685,S. Massa,UUN,F,24.8
1642412,S. Hogan,7,1942261,M. Espinosa,BIG,G,25.0
1642412,S. Hogan,8,17571,F. Pereiras,AGU,PG,26.0
1642412,S. Hogan,9,1676246,N. Lema,CAP,PG,26.8
1642412,S. Hogan,10,1567203,M. Oyenard,GOE,PG,27.2
1642412,S. Hogan,11,1723827,M. Mac Mullen,DSC,PG,27.3
1642412,S. Hogan,12,1714808,B. Curadossi,UUN,PG,27.8
2620318,J. O'neal,1,2486580,J. Canty,HYM,C,11.1
2620318,J. O'neal,2,2096885,A. Peña,WEL,PF,14.9
2620318,J. O'neal,3,2074488,M. Benitez,UUN,PF,17.1
2620318,J. O'neal,4,1924909,F. Hassell,BIG,C,17.4
2620318,J. O'neal,5,2413907,E. Bell,CNF,PF,18.1
2620318,J. O'neal,6,2486591,Q. Wilson,UAT,PF,18.1
2620318,J. O'neal,7,17554,A. Zuvich,AGU,C,18.7
2620318,J. O'neal,8,191795,S. Ottonello,BIG,PF,19.4
2620318,J. O'neal,9,2178363,E. Romero,CAP,C,19.9
2620318,J. O'neal,10,2534741,T. Prince,UAT,F,20.8
2620318,J. O'neal,11,43224,N. Colmenares,DSC,PF,21.3
2620318,J. O'neal,12,1314626,L. Santos,AGU,C,22.4
191795,S. Ottonello,1,2486591,Q. Wilson,UAT,PF,11.9
191795,S. Ottonello,2,2096885,A. Peña,WEL,PF,13.9
191795,S. Ottonello,3,15217,F. Haller,HYM,PF,16.1
191795,S. Ottonello,4,17691,E. Serres,CAP,F,16.7
191795,S. Ottonello,5,2394559,D. Zekovic,MAL,C,17.6
191795,S. Ottonello,6,2534741,T. Prince,UAT,F,18.4
