personId,name,rank,match_personId,match_name,match_team,match_pos,dist
999249,M. Bianchi,9,2261706,S. Conceicao,GOE,C,27.0
999249,M. Bianchi,10,1567203,M. Oyenard,GOE,PG,27.1
999249,M. Bianchi,11,2074488,M. Benitez,UUN,PF,27.2
999249,M. Bianchi,12,2096885,A. Peña,WEL,PF,28.0
17571,F. Pereiras,1,1676246,N. Lema,CAP,PG,14.9
17571,F. Pereiras,2,1723827,M. Mac Mullen,DSC,PG,17.1
17571,F. Pereiras,3,968070,G. Souza,UAT,F,18.5
17571,F. Pereiras,4,16807,A. Lopez,UAT,SG,19.3
17571,F. Pereiras,5,15196,M. Cabot,CNF,G,19.6
17571,F. Pereiras,6,983931,T. Leites,COR,F,19.6
17571,F. Pereiras,7,16177,M. Romero,MAL,G,23.4
17571,F. Pereiras,8,1942261,M. Espinosa,BIG,G,23.9
17571,F. Pereiras,9,539387,F. Soto,DSC,F,25.5
17571,F. Pereiras,10,17046,M. Zubiaurre,DSC,G,25.7
17571,F. Pereiras,11,1894506,A. Mendez,CNF,G,25.8
17571,F. Pereiras,12,1642412,S. Hogan,CAP,F,26.0
17110,O. Medina,1,1723827,M. Mac Mullen,DSC,PG,23.2
17110,O. Medina,2,1676246,N. Lema,CAP,PG,25.5
17110,O. Medina,3,17554,A. Zuvich,AGU,C,26.1
17110,O. Medina,4,1314581,R. Previatti,WEL,PF,26.4
17110,O. Medina,5,1975797,A. Ibarguen,CAP,PF,26.4
17110,O. Medina,6,16807,A. Lopez,UAT,SG,28.5
17110,O. Medina,7,17571,F. Pereiras,AGU,PG,28.7
17110,O. Medina,8,725720,T. Metzger,DSC,PF,29.4
17110,O. Medina,9,999249,M. Bianchi,DSC,PF,29.7
17110,O. Medina,10,2074488,M. Benitez,UUN,PF,31.4
17110,O. Medina,11,17628,E. Oglivie,CNF,C,31.7
17110,O. Medina,12,2534720,B. Beamer,COR,F,32.0
1723827,M. Mac Mullen,1,1676246,N. Lema,CAP,PG,15.6
1723827,M. Mac Mullen,2,17571,F. Pereiras,AGU,PG,17.1
1723827,M. Mac Mullen,3,17110,O. Medina,MAL,F,23.2
1723827,M. Mac Mullen,4,16807,A. Lopez,UAT,SG,24.3
1723827,M. Mac Mullen,5,983931,T. Leites,COR,F,24.3
1723827,M. Mac Mullen,6,968070,G. Souza,UAT,F,24.8
1723827,M. Mac Mullen,7,539387,F. Soto,DSC,F,26.2
1723827,M. Mac Mullen,8,1642412,S. Hogan,CAP,F,27.3
1723827,M. Mac Mullen,9,62685,S. Massa,UUN,F,27.5
1723827,M. Mac Mullen,10,15196,M. Cabot,CNF,G,27.6
1723827,M. Mac Mullen,11,1981004,D. Wright,DSC,PF,27.7
1723827,M. Mac Mullen,12,1314581,R. Previatti,WEL,PF,28.3
1644398,J. Sacco,1,1714808,B. Curadossi,UUN,PG,26.8
1644398,J. Sacco,2,727814,I. Xavier,HYM,F,28.0
1644398,J. Sacco,3,43224,N. Colmenares,DSC,PF,28.3
1644398,J. Sacco,4,191795,S. Ottonello,BIG,PF,29.0
1644398,J. Sacco,5,2074488,M. Benitez,UUN,PF,30.1
1644398,J. Sacco,6,1987397,J. Josiah,GOE,PG,30.2
1644398,J. Sacco,7,2386709,C. Zinaich,CNF,F,30.3
1644398,J. Sacco,8,258681,M. Rojas,CAP,PF,30.4
1644398,J. Sacco,9,1765563,A. Moller,UUN,F,30.6
1644398,J. Sacco,10,425204,A. Louis,HYM,PF,30.8
1644398,J. Sacco,11,1871466,A. Pruitt,GOE,PF,31.4
1644398,J. Sacco,12,17669,G. Espindola,CNF,F,31.5
15216,E. Gonzalez,1,16177,M. Romero,MAL,G,19.5
15216,E. Gonzalez,2,17071,F. Bavosi,CAP,G,20.3
15216,E. Gonzalez,3,17677,B. Barrera,CNF,F,20.9
15216,E. Gonzalez,4,16717,G. Semiglia,HYM,F,21.1
15216,E. Gonzalez,5,1642407,D. Pena Garcia,WEL,F,21.5
15216,E. Gonzalez,6,1346396,S. Fernandez,MAL,G,22.1
15216,E. Gonzalez,7,17046,M. Zubiaurre,DSC,G,22.2
15216,E. Gonzalez,8,16807,A. Lopez,UAT,SG,22.8
15216,E. Gonzalez,9,727814,I. Xavier,HYM,F,23.5
15216,E. Gonzalez,10,16857,G. Iglesias,BIG,PF,24.3
15216,E. Gonzalez,11,2620614,A. Spruill,COR,G,24.8
15216,E. Gonzalez,12,1676246,N. Lema,CAP,PG,25.1
1942261,M. Espinosa,1,258698,M. Mayora,HYM,G,17.1
1942261,M. Espinosa,2,15251,L. Parodi,CNF,G,17.3
1942261,M. Espinosa,3,16177,M. Romero,MAL,G,20.1
1942261,M. Espinosa,4,1894506,A. Mendez,CNF,G,20.6
1942261,M. Espinosa,5,43252,M. Sarni,UUN,G,21.4
1942261,M. Espinosa,6,17379,P. Rusch,COR,G,22.0
1942261,M. Espinosa,7,14724,S. Vidal,AGU,G,22.7
1942261,M. Espinosa,8,1346396,S. Fernandez,MAL,G,22.9
1942261,M. Espinosa,9,1722930,P. Prieto,CNF,G,23.4
1942261,M. Espinosa,10,16511,S. Moglia,WEL,F,23.9
1942261,M. Espinosa,11,17571,F. Pereiras,AGU,PG,23.9
1942261,M. Espinosa,12,1338848,M. Giano,UAT,PG,24.8
16508,A. Acosta,1,16739,G. Barrera,WEL,G,14.1
16508,A. Acosta,2,16717,G. Semiglia,HYM,F,17.6
16508,A. Acosta,3,961332,E. Bonet,GOE,PG,18.7
16508,A. Acosta,4,1334179,F. Garcia,WEL,G,19.0
16508,A. Acosta,5,15259,S. Zanotta,HYM,G,19.4
16508,A. Acosta,6,17379,P. Rusch,COR,G,21.0
16508,A. Acosta,7,15251,L. Parodi,CNF,G,21.3
16508,A. Acosta,8,623893,L. Planells,COR,G,21.9
16508,A. Acosta,9,15257,F. Medina,COR,G,22.1
16508,A. Acosta,10,17071,F. Bavosi,CAP,G,22.4
16508,A. Acosta,11,1645559,J. Stoll,WEL,G,23.7
16508,A. Acosta,12,16177,M. Romero,MAL,G,23.9
16177,M. Romero,1,17379,P. Rusch,COR,G,17.7
16177,M. Romero,2,16717,G. Semiglia,HYM,F,19.1
16177,M. Romero,3,15216,E. Gonzalez,COR,F,19.5
16177,M. Romero,4,17071,F. Bavosi,CAP,G,19.5
16177,M. Romero,5,15251,L. Parodi,CNF,G,19.9
16177,M. Romero,6,1942261,M. Espinosa,BIG,G,20.1
16177,M. Romero,7,1645559,J. Stoll,WEL,G,20.8
16177,M. Romero,8,1346396,S. Fernandez,MAL,G,20.9
16177,M. Romero,9,961332,E. Bonet,GOE,PG,21.4
16177,M. Romero,10,1989296,T. Rodriguez,BIG,G,21.7
16177,M. Romero,11,727814,I. Xavier,HYM,F,22.8
16177,M. Romero,12,15259,S. Zanotta,HYM,G,23.3
1661038,P. Gomez,1,17488,K. Wachsman,MAL,PF,19.0
1661038,P. Gomez,2,2261706,S. Conceicao,GOE,C,21.8
1661038,P. Gomez,3,2074488,M. Benitez,UUN,PF,26.0
1661038,P. Gomez,4,2178363,E. Romero,CAP,C,26.5
1661038,P. Gomez,5,1645560,N. Martinez,MAL,PF,27.3
1661038,P. Gomez,6,1709203,E. Holt,UUN,PF,28.2
1661038,P. Gomez,7,208488,J. Ducasse,UAT,F,28.2
1661038,P. Gomez,8,2255313,V. Andrade,COR,C,28.8
1661038,P. Gomez,9,2413907,E. Bell,CNF,PF,29.0
1661038,P. Gomez,10,1314581,R. Previatti,WEL,PF,30.4
1661038,P. Gomez,11,17691,E. Serres,CAP,F,30.9
1661038,P. Gomez,12,727814,I. Xavier,HYM,F,31.4
983931,T. Leites,1,17571,F. Pereiras,AGU,PG,19.6
983931,T. Leites,2,968070,G. Souza,UAT,F,19.6
983931,T. Leites,3,1981004,D. Wright,DSC,PF,23.6
983931,T. Leites,4,16807,A. Lopez,UAT,SG,24.0
983931,T. Leites,5,1314581,R. Previatti,WEL,PF,24.2
983931,T. Leites,6,1723827,M. Mac Mullen,DSC,PG,24.3
983931,T. Leites,7,17046,M. Zubiaurre,DSC,G,24.7
983931,T. Leites,8,16616,N. Catala,BIG,F,25.5
983931,T. Leites,9,1676246,N. Lema,CAP,PG,25.6
983931,T. Leites,10,16857,G. Iglesias,BIG,PF,25.6
983931,T. Leites,11,16715,B. Garcia,BIG,PG,25.8
983931,T. Leites,12,539387,F. Soto,DSC,F,27.8
43252,M. Sarni,1,15251,L. Parodi,CNF,G,17.0
43252,M. Sarni,2,1645559,J. Stoll,WEL,G,21.4
43252,M. Sarni,3,1942261,M. Espinosa,BIG,G,21.4
43252,M. Sarni,4,258698,M. Mayora,HYM,G,23.8
43252,M. Sarni,5,16177,M. Romero,MAL,G,24.6
43252,M. Sarni,6,1346396,S. Fernandez,MAL,G,24.8
43252,M. Sarni,7,17379,P. Rusch,COR,G,25.4
43252,M. Sarni,8,191820,F. Terra,DSC,G,26.0
43252,M. Sarni,9,17071,F. Bavosi,CAP,G,28.5
43252,M. Sarni,10,17101,J. Santiso,AGU,G,28.9
43252,M. Sarni,11,14724,S. Vidal,AGU,G,29.0
43252,M. Sarni,12,961332,E. Bonet,GOE,PG,29.4
2261706,S. Conceicao,1,208488,J. Ducasse,UAT,F,16.9
2261706,S. Conceicao,2,2178363,E. Romero,CAP,C,19.8
2261706,S. Conceicao,3,2074488,M. Benitez,UUN,PF,20.6
2261706,S. Conceicao,4,1645560,N. Martinez,MAL,PF,20.7
2261706,S. Conceicao,5,17488,K. Wachsman,MAL,PF,21.4
2261706,S. Conceicao,6,1661038,P. Gomez,CNF,C,21.8
2261706,S. Conceicao,7,1314581,R. Previatti,WEL,PF,23.7
2261706,S. Conceicao,8,1709203,E. Holt,UUN,PF,24.7
2261706,S. Conceicao,9,2413907,E. Bell,CNF,PF,24.8
2261706,S. Conceicao,10,1871466,A. Pruitt,GOE,PF,26.6
2261706,S. Conceicao,11,999249,M. Bianchi,DSC,PF,27.0
2261706,S. Conceicao,12,2486580,J. Canty,HYM,C,27.3
539387,F. Soto,1,1676246,N. Lema,CAP,PG,17.8
539387,F. Soto,2,16857,G. Iglesias,BIG,PF,18.3
539387,F. Soto,3,968070,G. Souza,UAT,F,19.6
539387,F. Soto,4,16616,N. Catala,BIG,F,19.8
539387,F. Soto,5,17046,M. Zubiaurre,DSC,G,22.1
539387,F. Soto,6,1642407,D. Pena Garcia,WEL,F,22.4
539387,F. Soto,7,16511,S. Moglia,WEL,F,23.4
539387,F. Soto,8,16807,A. Lopez,UAT,SG,24.7
539387,F. Soto,9,17571,F. Pereiras,AGU,PG,25.5
539387,F. Soto,10,16715,B. Garcia,BIG,PG,25.7
539387,F. Soto,11,208488,J. Ducasse,UAT,F,25.7
539387,F. Soto,12,62685,S. Massa,UUN,F,25.7
258681,M. Rojas,1,43224,N. Colmenares,DSC,PF,21.8
258681,M. Rojas,2,2534742,T. Daniels,UUN,C,23.1
258681,M. Rojas,3,191795,S. Ottonello,BIG,PF,24.9
258681,M. Rojas,4,17691,E. Serres,CAP,F,25.0
258681,M. Rojas,5,727814,I. Xavier,HYM,F,25.1
258681,M. Rojas,6,2394559,D. Zekovic,MAL,C,25.6
258681,M. Rojas,7,2413907,E. Bell,CNF,PF,26.7
258681,M. Rojas,8,17554,A. Zuvich,AGU,C,26.9
258681,M. Rojas,9,17488,K. Wachsman,MAL,PF,27.4
258681,M. Rojas,10,1567203,M. Oyenard,GOE,PG,28.1
258681,M. Rojas,11,2486591,Q. Wilson,UAT,PF,28.5
258681,M. Rojas,12,17628,E. Oglivie,CNF,C,29.1
208488,J. Ducasse,1,2261706,S. Conceicao,GOE,C,16.9
208488,J. Ducasse,2,16616,N. Catala,BIG,F,20.0
208488,J. Ducasse,3,2288279,J. Strings,GOE,C,21.1
208488,J. Ducasse,4,1871466,A. Pruitt,GOE,PF,21.3
208488,J. Ducasse,5,2074488,M. Benitez,UUN,PF,23.0
208488,J. Ducasse,6,17488,K. Wachsman,MAL,PF,24.2
208488,J. Ducasse,7,1709203,E. Holt,UUN,PF,25.4
208488,J. Ducasse,8,2394559,D. Zekovic,MAL,C,25.4
208488,J. Ducasse,9,2486580,J. Canty,HYM,C,25.4
208488,J. Ducasse,10,539387,F. Soto,DSC,F,25.7
208488,J. Ducasse,11,1314581,R. Previatti,WEL,PF,26.8
208488,J. Ducasse,12,727814,I. Xavier,HYM,F,27.5
258698,M. Mayora,1,1942261,M. Espinosa,BIG,G,17.1
258698,M. Mayora,2,43252,M. Sarni,UUN,G,23.8
258698,M. Mayora,3,1645559,J. Stoll,WEL,G,24.4
258698,M. Mayora,4,16177,M. Romero,MAL,G,25.0
258698,M. Mayora,5,15251,L. Parodi,CNF,G,25.4
258698,M. Mayora,6,17379,P. Rusch,COR,G,25.7
258698,M. Mayora,7,17071,F. Bavosi,CAP,G,26.9
258698,M. Mayora,8,17669,G. Espindola,CNF,F,26.9
258698,M. Mayora,9,15196,M. Cabot,CNF,G,27.0
258698,M. Mayora,10,17571,F. Pereiras,AGU,PG,27.1
258698,M. Mayora,11,2619167,T. Cracknell,GOE,PG,27.1
258698,M. Mayora,12,961332,E. Bonet,GOE,PG,27.3
16616,N. Catala,1,539387,F. Soto,DSC,F,19.8
16616,N. Catala,2,208488,J. Ducasse,UAT,F,20.0
16616,N. Catala,3,16857,G. Iglesias,BIG,PF,24.7
16616,N. Catala,4,17046,M. Zubiaurre,DSC,G,24.7
16616,N. Catala,5,983931,T. Leites,COR,F,25.5
16616,N. Catala,6,1642407,D. Pena Garcia,WEL,F,26.2
16616,N. Catala,7,16715,B. Garcia,BIG,PG,26.2
16616,N. Catala,8,968070,G. Souza,UAT,F,27.5
16616,N. Catala,9,2288279,J. Strings,GOE,C,27.7
16616,N. Catala,10,15216,E. Gonzalez,COR,F,27.9
16616,N. Catala,11,17677,B. Barrera,CNF,F,28.2
16616,N. Catala,12,727814,I. Xavier,HYM,F,28.4
15259,S. Zanotta,1,16739,G. Barrera,WEL,G,16.2
15259,S. Zanotta,2,17071,F. Bavosi,CAP,G,16.2
15259,S. Zanotta,3,961332,E. Bonet,GOE,PG,16.3
15259,S. Zanotta,4,16717,G. Semiglia,HYM,F,17.6
15259,S. Zanotta,5,623893,L. Planells,COR,G,18.4
15259,S. Zanotta,6,17101,J. Santiso,AGU,G,19.1
15259,S. Zanotta,7,16508,A. Acosta,GOE,G,19.4
15259,S. Zanotta,8,1346396,S. Fernandez,MAL,G,21.9
15259,S. Zanotta,9,16177,M. Romero,MAL,G,23.3
15259,S. Zanotta,10,17379,P. Rusch,COR,G,23.6
15259,S. Zanotta,11,1334179,F. Garcia,WEL,G,24.9
15259,S. Zanotta,12,15257,F. Medina,COR,G,25.5
1642407,D. Pena Garcia,1,16715,B. Garcia,BIG,PG,19.9
1642407,D. Pena Garcia,2,15216,E. Gonzalez,COR,F,21.5
1642407,D. Pena Garcia,3,539387,F. Soto,DSC,F,22.4
1642407,D. Pena Garcia,4,15196,M. Cabot,CNF,G,23.7
1642407,D. Pena Garcia,5,968070,G. Souza,UAT,F,23.7
1642407,D. Pena Garcia,6,16857,G. Iglesias,BIG,PF,23.9
1642407,D. Pena Garcia,7,1676246,N. Lema,CAP,PG,25.0
1642407,D. Pena Garcia,8,17071,F. Bavosi,CAP,G,25.1
1642407,D. Pena Garcia,9,16616,N. Catala,BIG,F,26.2
1642407,D. Pena Garcia,10,17571,F. Pereiras,AGU,PG,27.7
1642407,D. Pena Garcia,11,16511,S. Moglia,WEL,F,27.8
1642407,D. Pena Garcia,12,16717,G. Semiglia,HYM,F,27.9
968070,G. Souza,1,16715,B. Garcia,BIG,PG,15.8
968070,G. Souza,2,17571,F. Pereiras,AGU,PG,18.5
968070,G. Souza,3,1676246,N. Lema,CAP,PG,19.2
968070,G. Souza,4,539387,F. Soto,DSC,F,19.6
968070,G. Souza,5,983931,T. Leites,COR,F,19.6
968070,G. Souza,6,16857,G. Iglesias,BIG,PF,21.6
968070,G. Souza,7,16807,A. Lopez,UAT,SG,22.2
968070,G. Souza,8,15196,M. Cabot,CNF,G,23.0
968070,G. Souza,9,1642407,D. Pena Garcia,WEL,F,23.7
968070,G. Souza,10,1981004,D. Wright,DSC,PF,24.7
968070,G. Souza,11,1723827,M. Mac Mullen,DSC,PG,24.8
968070,G. Souza,12,571401,X. Couste,GOE,F,26.7
17379,P. Rusch,1,1645559,J. Stoll,WEL,G,17.1
17379,P. Rusch,2,16177,M. Romero,MAL,G,17.7
17379,P. Rusch,3,15251,L. Parodi,CNF,G,19.4
17379,P. Rusch,4,16508,A. Acosta,GOE,G,21.0
17379,P. Rusch,5,1942261,M. Espinosa,BIG,G,22.0
17379,P. Rusch,6,14724,S. Vidal,AGU,G,23.0
17379,P. Rusch,7,15259,S. Zanotta,HYM,G,23.6
17379,P. Rusch,8,17101,J. Santiso,AGU,G,24.1
17379,P. Rusch,9,17071,F. Bavosi,CAP,G,24.4
17379,P. Rusch,10,1989296,T. Rodriguez,BIG,G,24.4
17379,P. Rusch,11,16511,S. Moglia,WEL,F,24.9
17379,P. Rusch,12,16717,G. Semiglia,HYM,F,25.3
1676246,N. Lema,1,17571,F. Pereiras,AGU,PG,14.9
1676246,N. Lema,2,1723827,M. Mac Mullen,DSC,PG,15.6
1676246,N. Lema,3,539387,F. Soto,DSC,F,17.8
1676246,N. Lema,4,968070,G. Souza,UAT,F,19.2
1676246,N. Lema,5,16807,A. Lopez,UAT,SG,20.9
1676246,N. Lema,6,16511,S. Moglia,WEL,F,22.2
1676246,N. Lema,7,15196,M. Cabot,CNF,G,22.8
1676246,N. Lema,8,1942261,M. Espinosa,BIG,G,24.8
1676246,N. Lema,9,17071,F. Bavosi,CAP,G,24.9
1676246,N. Lema,10,1642407,D. Pena Garcia,WEL,F,25.0
1676246,N. Lema,11,15216,E. Gonzalez,COR,F,25.1
1676246,N. Lema,12,17110,O. Medina,MAL,F,25.5
1645559,J. Stoll,1,17379,P. Rusch,COR,G,17.1
1645559,J. Stoll,2,15251,L. Parodi,CNF,G,19.9
1645559,J. Stoll,3,16177,M. Romero,MAL,G,20.8
1645559,J. Stoll,4,43252,M. Sarni,UUN,G,21.4
1645559,J. Stoll,5,16508,A. Acosta,GOE,G,23.7
1645559,J. Stoll,6,258698,M. Mayora,HYM,G,24.4
1645559,J. Stoll,7,1942261,M. Espinosa,BIG,G,26.4
1645559,J. Stoll,8,17071,F. Bavosi,CAP,G,26.5
1645559,J. Stoll,9,191820,F. Terra,DSC,G,27.0
1645559,J. Stoll,10,961332,E. Bonet,GOE,PG,27.2
1645559,J. Stoll,11,15259,S. Zanotta,HYM,G,27.6
1645559,J. Stoll,12,17101,J. Santiso,AGU,G,27.8
16715,B. Garcia,1,968070,G. Souza,UAT,F,15.8
16715,B. Garcia,2,1642407,D. Pena Garcia,WEL,F,19.9
16715,B. Garcia,3,15196,M. Cabot,CNF,G,21.6
16715,B. Garcia,4,539387,F. Soto,DSC,F,25.7
16715,B. Garcia,5,983931,T. Leites,COR,F,25.8
16715,B. Garcia,6,16616,N. Catala,BIG,F,26.2
16715,B. Garcia,7,1676246,N. Lema,CAP,PG,26.2
16715,B. Garcia,8,17571,F. Pereiras,AGU,PG,26.2
16715,B. Garcia,9,16857,G. Iglesias,BIG,PF,26.8
16715,B. Garcia,10,16807,A. Lopez,UAT,SG,27.9
16715,B. Garcia,11,15216,E. Gonzalez,COR,F,29.3
16715,B. Garcia,12,17071,F. Bavosi,CAP,G,30.5
623893,L. Planells,1,17071,F. Bavosi,CAP,G,13.8
623893,L. Planells,2,15259,S. Zanotta,HYM,G,18.4
623893,L. Planells,3,961332,E. Bonet,GOE,PG,18.4
623893,L. Planells,4,16739,G. Barrera,WEL,G,18.5
623893,L. Planells,5,16717,G. Semiglia,HYM,F,21.8
623893,L. Planells,6,16508,A. Acosta,GOE,G,21.9
623893,L. Planells,7,2620317,T. Ferguson,WEL,SG,25.7
623893,L. Planells,8,15196,M. Cabot,CNF,G,25.9
623893,L. Planells,9,16177,M. Romero,MAL,G,25.9
623893,L. Planells,10,1346396,S. Fernandez,MAL,G,26.2
623893,L. Planells,11,1942261,M. Espinosa,BIG,G,26.9
623893,L. Planells,12,1334179,F. Garcia,WEL,G,27.6
17488,K. Wachsman,1,1661038,P. Gomez,CNF,C,19.0
17488,K. Wachsman,2,2261706,S. Conceicao,GOE,C,21.4
17488,K. Wachsman,3,2413907,E. Bell,CNF,PF,22.6
17488,K. Wachsman,4,208488,J. Ducasse,UAT,F,24.2
17488,K. Wachsman,5,2074488,M. Benitez,UUN,PF,25.1
17488,K. Wachsman,6,2178363,E. Romero,CAP,C,25.8
17488,K. Wachsman,7,258681,M. Rojas,CAP,PF,27.4
17488,K. Wachsman,8,17554,A. Zuvich,AGU,C,28.2
17488,K. Wachsman,9,2486580,J. Canty,HYM,C,28.5
17488,K. Wachsman,10,1314581,R. Previatti,WEL,PF,28.8
17488,K. Wachsman,11,1924909,F. Hassell,BIG,C,29.8
17488,K. Wachsman,12,43224,N. Colmenares,DSC,PF,30.0
16739,G. Barrera,1,16508,A. Acosta,GOE,G,14.1
16739,G. Barrera,2,15259,S. Zanotta,HYM,G,16.2
16739,G. Barrera,3,623893,L. Planells,COR,G,18.5
16739,G. Barrera,4,17071,F. Bavosi,CAP,G,21.7
16739,G. Barrera,5,961332,E. Bonet,GOE,PG,21.9
16739,G. Barrera,6,16717,G. Semiglia,HYM,F,23.6
16739,G. Barrera,7,1334179,F. Garcia,WEL,G,25.5
16739,G. Barrera,8,17379,P. Rusch,COR,G,26.7
16739,G. Barrera,9,15251,L. Parodi,CNF,G,28.0
16739,G. Barrera,10,1645559,J. Stoll,WEL,G,29.0
16739,G. Barrera,11,1346396,S. Fernandez,MAL,G,29.7
16739,G. Barrera,12,15257,F. Medina,COR,G,30.1
17071,F. Bavosi,1,623893,L. Planells,COR,G,13.8
17071,F. Bavosi,2,15259,S. Zanotta,HYM,G,16.2
17071,F. Bavosi,3,16717,G. Semiglia,HYM,F,18.9
17071,F. Bavosi,4,16177,M. Romero,MAL,G,19.5
17071,F. Bavosi,5,1346396,S. Fernandez,MAL,G,19.8
17071,F. Bavosi,6,15216,E. Gonzalez,COR,F,20.3
17071,F. Bavosi,7,961332,E. Bonet,GOE,PG,21.3
17071,F. Bavosi,8,16739,G. Barrera,WEL,G,21.7
17071,F. Bavosi,9,16508,A. Acosta,GOE,G,22.4
17071,F. Bavosi,10,17379,P. Rusch,COR,G,24.4
17071,F. Bavosi,11,15196,M. Cabot,CNF,G,24.9
17071,F. Bavosi,12,1676246,N. Lema,CAP,PG,24.9
